region_precision,region_recall,region_f1,region_iou,pixel_accuracy,region_accuracy,gt_regions,pred_regions,matched_gt_regions,matched_pred_regions,gt_pixels,pred_pixels,matched_gt_pixels,matched_pred_pixels,gt_coverage,pred_coverage,filename
0.5647058823529412,1.0,0.7218045112320651,0.031379455738402534,0.701371875,0.6224489795918368,13,85,13,48,189913,6343,189913,3028,1.0,0.47737663566135896,IMG_5038_JPG.rf.d14563f48d52c85b855c2abbc32ef6fb.jpg
0.20408163265306123,1.0,0.3389830508193048,0.024251673905837955,0.924959375,0.25,3,49,3,10,32038,24558,32038,5269,1.0,0.2145533023861878,IMG_2100_JPG.rf.0dc3d8a5e828f65633be0afb114726aa.jpg
0.4166666666666667,0.8,0.5479452054344155,0.018566975718433677,0.6297984375,0.4634146341463415,5,36,4,15,224456,57639,215831,46439,0.9615737605588623,0.8056871215669946,IMG_4917_JPG.rf.7a15e15d28e2fde65ec147df4f046f2c.jpg
0.512,0.95,0.6653898768354727,0.03857449508336539,0.861475,0.5724137931034483,20,125,19,64,76322,33940,76049,22830,0.9964230497104374,0.6726576311137301,DSC04032_JPG.rf.261332c38d4811756fc67b535d068bb9.jpg
0.44086021505376344,0.8,0.5684575389489891,0.04122301389143132,0.7948859375,0.49074074074074076,15,93,12,41,159012,27046,105315,20638,0.6623085050184891,0.7630703246321082,DSC04045_JPG.rf.b43fe4537445e1c87412ce5066316ca8.jpg
0.5114503816793893,0.9629629629629629,0.6680728666852738,0.029286543860834645,0.8480625,0.5886075949367089,27,131,26,67,91161,28918,89613,21570,0.9830190542008096,0.745902206238329,DSC04328_JPG.rf.db9362a5e9137e4cd04dfdf1b6b1918b.jpg
1.0,0.25,0.399999999968,0.0065848608796646975,0.8995,0.5714285714285714,4,3,1,3,67455,652,33005,652,0.48928915573345194,1.0,DSC04287_JPG.rf.ac683765b3769690a48b4979c36b440b.jpg
0.3969465648854962,0.8235294117647058,0.5356880058427896,0.10206488271194111,0.882534375,0.48484848484848486,34,131,28,52,75228,27278,60858,19360,0.8089806986760248,0.7097294523058876,IMG_5009_JPG.rf.a5c67d741d8ca6a481a3b50e45a1f907.jpg
0.39436619718309857,0.9333333333333333,0.5544554455027938,0.10420813261278479,0.95110625,0.4883720930232558,15,71,14,28,28832,11897,28755,8070,0.9973293562708102,0.6783222661175086,IMG_4878_JPG.rf.d9539f79b16ec45632d01d3c91636aee.jpg
0.9361702127659575,1.0,0.9670329669830213,0.07738727535805766,0.87886875,0.9583333333333334,25,47,25,44,105827,26168,105827,26098,1.0,0.997324977071232,IMG_2393_JPG.rf.a37b39626e816ba8d9abc2eb1807e708.jpg
0.16666666666666666,0.8571428571428571,0.2790697674146025,0.05134036744843151,0.9588828125,0.23880597014925373,7,60,6,10,15427,14317,14590,1493,0.945744473974201,0.10428162324509324,IMG_2458_JPG.rf.e81b253e354a157e5d19229e6c588b18.jpg
0.66,1.0,0.7951807228436638,0.09685813822502981,0.864409375,0.7536231884057971,19,50,19,33,92589,16811,92589,15582,1.0,0.9268931057045982,IMG_4821_JPG.rf.2d99c7e619b6268e36f655aab8c9fc81.jpg
0.3142857142857143,1.0,0.47826086952882796,0.21366592702054465,0.958359375,0.42857142857142855,7,35,7,11,36119,13059,36119,12031,1.0,0.9212803430584271,IMG_2053_JPG.rf.c6bd78527d64cd62f28c19835e80beb7.jpg
0.35051546391752575,0.8333333333333334,0.4934687953139044,0.023421248932773708,0.87626875,0.3786407766990291,6,97,5,34,59687,34805,59273,11185,0.9930638162413926,0.32136187329406696,IMG_4888_JPG.rf.e6e7541edaa054a86600cce6d3739a66.jpg
0.25,0.5555555555555556,0.34482758616409037,0.14159299847455675,0.92235625,0.38095238095238093,9,12,5,3,43239,16121,23502,8977,0.543537084576424,0.5568513119533528,IMG_2142_JPG.rf.76eec6419885bd23ec3145f0b6f5bb39.jpg
0.28205128205128205,0.9444444444444444,0.4343786294651644,0.14663345413197607,0.949046875,0.40625,18,78,17,22,23424,20416,23370,10462,0.9976946721311475,0.5124412225705329,DSC04103_JPG.rf.ebd16e1da455820d232e0ac8d72a60f0.jpg
0.3877551020408163,1.0,0.5588235293714965,0.030754064126862567,0.905103125,0.4444444444444444,5,49,5,19,48772,23746,48772,7066,1.0,0.2975659058367725,IMG_4708_JPG.rf.20b3db4296ddc873e6a15fd26acec355.jpg
0.26865671641791045,1.0,0.42352941173132186,0.08879188157185249,0.9495828125,0.3717948717948718,11,67,11,18,25990,13819,25990,4447,1.0,0.3218033142774441,IMG_2431_JPG.rf.6b98d4a0758a662a9353ade2db25606c.jpg
0.2692307692307692,0.8823529411764706,0.4125736738345074,0.3714090817169585,0.9051390625,0.42028985507246375,17,52,15,14,6329,60164,5614,29257,0.8870279665033971,0.48628748088557944,IMG_2505_JPG.rf.e9d3b594fbc147ce6c6befd09a53a7cc.jpg
0.13333333333333333,1.0,0.23529411762629757,0.053546458166271016,0.978415625,0.1875,3,45,3,6,14002,8006,14002,5872,1.0,0.7334499125655758,IMG_2315_JPG.rf.6ec238da14586e0edd0ebebdb5d82613.jpg
0.7037037037037037,0.6428571428571429,0.6719056973960746,0.028001110817468224,0.7700359375,0.6911764705882353,14,54,9,38,162945,31252,142274,28977,0.8731412439780294,0.9272046589018302,IMG_4754_JPG.rf.b83238df2b2816359b98ad03f50d79ce.jpg
