Total Images,Overall IoU (Weighted),Overall F1 (Weighted),Overall Precision (Weighted),Overall Recall (Weighted),Overall Accuracy (Weighted),Mean IoU,Median IoU,Std IoU,Mean F1,Mean Precision,Mean Recall,Mean Accuracy,Total GT Pixels,Total Pred Pixels,Excellent (≥0.8),Good (0.6-0.8),Fair (0.4-0.6),Poor (0.2-0.4),Very Poor (<0.2)
1000,0.0829913570001879,0.14367016434202579,0.2988563378206553,0.12608781534050376,0.8351840161867634,0.06281442589180829,0.0369357796955398,0.07279109140293907,0.11010061293271718,0.2132774023476834,0.10225353644494894,0.899530890625,46711167,28376991,0,0,3,52,945
