pixel_accuracy,precision,recall,f1_score,iou,gt_pixels,pred_pixels,region_precision,region_recall,region_f1,region_iou,gt_regions,pred_regions,matched_gt_regions,matched_pred_regions,filename
0.93549375,0.11752872041929165,0.08272778088317496,0.09710436532236899,0.05102979036410445,26835,18889,0.1111111111111111,0.5,0.18181818178842973,0.16327130984776053,2,9.0,1,1,IMG_4704.JPG
0.89546875,0.09009193054136874,0.04708017508273727,0.06184265881363063,0.031907966138484914,46835,24475,0.3333333333333333,0.5,0.39999999995200003,0.016942934943194838,2,9.0,1,3,IMG_4710.JPG
0.8414109375,0.035686783821991336,0.15,0.057656419731308084,0.029683944857650905,20700,87007,0.38461538461538464,1.0,0.5555555555154321,0.08775350771379134,3,13.0,3,5,IMG_4857.JPG
0.9466859375,0.2916546347097892,0.030907644286676052,0.05589219999446612,0.0287495374455609,32678,3463,0.3333333333333333,1.0,0.4999999999625,0.030907644286676052,1,3.0,1,1,DSC04203.JPG
0.8980015625,0.22063268184565787,0.05767205056179775,0.09144177371988475,0.04791144040604399,56960,14889,0.3333333333333333,1.0,0.4999999999625,0.03091749553510452,2,12.0,2,4,DSC04217.JPG
0.86330625,0.02459929562279882,0.03960080995082441,0.030347365387599478,0.015407470766321903,34570,55652,0.14285714285714285,1.0,0.249999999978125,0.01980040497541221,1,14.0,1,2,IMG_4843.JPG
0.8029,0.08386865671641791,0.03846954311940674,0.052745404301333655,0.027087061146418213,91293,41875,0.5,1.0,0.6666666666222222,0.012666548309688469,1,6.0,1,3,IMG_4894.JPG
0.9185109375,0.0,1.0,0.0,0.0,0,52153,0.0,1.0,0.0,0.0,0,,0,0,IMG_4658.JPG
0.738334375,0.6232397785762843,0.14452364062200904,0.23463707576574683,0.13291152348604093,177618,41188,0.8125,1.0,0.8965517240884661,0.011082401039227162,1,16.0,1,13,IMG_4880.JPG
0.8960140625,0.8748337092949274,0.19022285944259987,0.3124967717275648,0.1851829178706107,79512,17289,0.8888888888888888,0.4,0.5517241378882284,0.03976712057998582,5,9.0,2,8,IMG_2201.JPG
0.9184,0.0,1.0,0.0,0.0,0,52224,0.0,1.0,0.0,0.0,0,,0,0,IMG_4664.JPG
0.8892171875,0.0,1.0,0.0,0.0,0,70901,0.0,1.0,0.0,0.0,0,,0,0,DSC04001.JPG
0.8550734375,0.8072330262708973,0.07231346020620237,0.1327361639660025,0.0710859180178466,98156,8793,0.75,0.5,0.599999999952,0.034114656803929506,4,8.0,2,6,DSC04015.JPG
0.9624921875,0.0,0.0,0.0,0.0,21432,2573,0.0,0.0,0.0,0.0,1,3.0,0,0,DSC04029.JPG
0.9632328125,0.0,1.0,0.0,0.0,0,23531,0.0,1.0,0.0,0.0,0,,0,0,DSC03975.JPG
0.8245171875,0.43411011174707004,0.05772140430351076,0.1018944270737539,0.05368217054263566,110375,14676,0.5,1.0,0.6666666666222222,0.011284753331367883,1,10.0,1,5,IMG_5036.JPG
0.7445609375,0.3719873295689299,0.05131598946195157,0.09019016400741289,0.0472246829541216,157904,21783,0.8333333333333334,1.0,0.9090909090413223,0.0281070575718827,2,12.0,2,10,IMG_5022.JPG
0.9951421875,0.0,0.0,0.0,0.0,3109,0,0.0,0.0,0.0,0.0,1,0.0,0,0,DSC03961.JPG
0.9514453125,0.03536454822979027,0.11681508643268727,0.05429258346267385,0.027903775768761536,7636,25223,0.16666666666666666,1.0,0.2857142856897959,0.11681508643268727,1,6.0,1,1,IMG_2017.JPG
0.9989921875,0.0,1.0,0.0,0.0,0,645,0.0,1.0,0.0,0.0,0,,0,0,DSC03948.JPG
0.8736171875,0.47735537190082644,0.10821478086007269,0.1764328551210125,0.09675149917922031,80063,18150,0.8461538461538461,0.8888888888888888,0.8669950738416559,0.07395031561287425,9,13.0,8,11,IMG_2002.JPG
0.9905875,0.0,0.0,0.0,0.0,1033,4991,0.0,0.0,0.0,0.0,1,6.0,0,0,DSC03960.JPG
0.7729390625,0.24765068219563982,0.09710498549195463,0.13950816857039655,0.07498456387373567,121312,47567,0.6923076923076923,1.0,0.818181818133471,0.04087845569376496,2,13.0,2,9,IMG_5023.JPG
0.8331703125,0.43142389525368247,0.05016413720919168,0.08987767975109748,0.047053363440821824,105095,12220,0.5,1.0,0.6666666666222222,0.016260651705384713,1,6.0,1,3,IMG_5037.JPG
0.964271875,0.0,1.0,0.0,0.0,0,22866,0.0,1.0,0.0,0.0,0,,0,0,DSC03974.JPG
