precision,recall,f1,gt_boxes,pred_boxes,matched,fp,fn,filename
0.15384615384615385,0.13333333333333333,0.14285714285714288,15,13,2,11,13,DSC04228_JPG.rf.2cdaedf756305f11ed90087a45e32760.jpg
0.4375,0.2692307692307692,0.33333333333333337,26,16,7,9,19,DSC04216_JPG.rf.2df278714e00c6aff0bd765d5fcb3739.jpg
0.0,0.0,0.0,5,6,0,6,5,IMG_4918_JPG.rf.bdbff1ac01e65fa01278cf902be934a4.jpg
0.21428571428571427,0.42857142857142855,0.2857142857142857,14,28,6,22,8,DSC04046_JPG.rf.856f00e15decc073007391b52a764bf8.jpg
0.2631578947368421,0.45454545454545453,0.3333333333333333,11,19,5,14,6,IMG_4727_JPG.rf.20a6ce316f4a000e73418044ed57cd02.jpg
0.09090909090909091,0.07407407407407407,0.08163265306122448,27,22,2,20,25,DSC04439_JPG.rf.7b32359e3ccab374f847b767af984036.jpg
0.6153846153846154,0.2962962962962963,0.4,27,13,8,5,19,IMG_4880_JPG.rf.a82a428dfdc4990708ae6dabc2ca1955.jpg
0.125,0.09090909090909091,0.10526315789473685,11,8,1,7,10,IMG_2537_JPG.rf.56c1fa9e0cfde76467e68568493986b7.jpg
0.05263157894736842,0.05555555555555555,0.05405405405405406,18,19,1,18,17,DSC04042_JPG.rf.3b47032b85c96f97fa6997822ac7e506.jpg
0.038461538461538464,0.1,0.05555555555555555,10,26,1,25,9,IMG_4894_JPG.rf.6b44f23344f2ccfdd481f10313cb22c4.jpg
0.17647058823529413,0.25,0.20689655172413793,12,17,3,14,9,DSC04208_JPG.rf.d4bf816afae65a9141db645a0ea7c60d.jpg
0.4074074074074074,0.5789473684210527,0.47826086956521735,19,27,11,16,8,IMG_2396_JPG.rf.0db587d9686b28ebc9efd1561b654a64.jpg
0.2,0.36363636363636365,0.25806451612903225,11,20,4,16,7,IMG_4726_JPG.rf.72334571a6b2100016e530b5c2600321.jpg
0.5,0.21428571428571427,0.3,14,6,3,3,11,DSC04205_JPG.rf.3191c524acb1607691c12ea257e467ef.jpg
0.16666666666666666,0.18181818181818182,0.17391304347826086,11,12,2,10,9,DSC04274_JPG.rf.37a18dab5fad94d73e7062c1c151c4e0.jpg
1.0,1.0,1.0,0,0,0,0,0,IMG_4591_JPG.rf.744fd2b40f8fdf9b388f6ce4d3dfbbed.jpg
0.4,0.5,0.4444444444444445,4,5,2,3,2,DSC04182_JPG.rf.9deeba6296134ab36c040ce33464f0fa.jpg
0.12903225806451613,0.09302325581395349,0.1081081081081081,43,31,4,27,39,DSC04399_JPG.rf.0d0e5c42999f9cc09d1192124955ebee.jpg
0.0,0.0,0.0,10,3,0,3,10,IMG_4692_JPG.rf.7354218cf2c14697700bd299ad45645b.jpg
1.0,1.0,1.0,1,1,1,0,0,IMG_4805_JPG.rf.b782782090a14c855b2f2d31bec1b3ac.jpg
0.25,0.3333333333333333,0.28571428571428575,6,8,2,6,4,IMG_1703_jpg.rf.55e9ba0f66c82b03ee2971318dc7b3b9.jpg
0.5384615384615384,0.7777777777777778,0.6363636363636364,9,13,7,6,2,IMG_2453_JPG.rf.5b0f726750ddf3cfe2b07e72f4ef23c9.jpg
0.14814814814814814,0.4,0.21621621621621623,10,27,4,23,6,IMG_5063_JPG.rf.744c6fd7045f7ebc3f1b4cf9a249e009.jpg
0.35714285714285715,0.4166666666666667,0.3846153846153846,12,14,5,9,7,IMG_5029_JPG.rf.7364f3721af98e9be265678fb1db7182.jpg
0.25,0.2,0.22222222222222224,15,12,3,9,12,IMG_2539_JPG.rf.47c1f40c0248b6f45e4d98dad558f6fe.jpg
0.125,0.3333333333333333,0.18181818181818182,3,8,1,7,2,IMG_2054_JPG.rf.1f630d4995ea8e85468833e123fa4ecf.jpg
0.3333333333333333,0.16666666666666666,0.2222222222222222,12,6,2,4,10,DSC04102_JPG.rf.57fb039a7f93c026d40c6f36a85709fc.jpg
0.0,0.0,0.0,9,3,0,3,9,DSC04377_JPG.rf.0111a4f5babab5185ededab41bed50fa.jpg
0.3333333333333333,0.16666666666666666,0.2222222222222222,18,9,3,6,15,IMG_4900_JPG.rf.ff608da731caffc453ea43b16358b301.jpg
1.0,0.0,0.0,2,0,0,0,2,IMG_4590_JPG.rf.3e67f39e8f6c92ea14e43a46d7cf2d38.jpg
0.0,0.0,0.0,8,5,0,5,8,DSC04267_JPG.rf.738a06fef6795eb01873dc3ff0b1f77b.jpg
0.4666666666666667,0.3181818181818182,0.3783783783783784,22,15,7,8,15,IMG_2057_JPG.rf.81f0e2724d0107fecbf47503e7927724.jpg
0.0,0.0,0.0,12,3,0,3,12,DSC04011_JPG.rf.a719c404743d0503847d4a1466d4e91e.jpg
0.1,0.16666666666666666,0.125,6,10,1,9,5,DSC03925_JPG.rf.9a10619729e4fc7a47877170bbf45481.jpg
0.42857142857142855,0.75,0.5454545454545454,4,7,3,4,1,IMG_2464_JPG.rf.ea2c5c6e691fde64b53324ef47ff9f6e.jpg
0.8,0.36363636363636365,0.5000000000000001,11,5,4,1,7,IMG_4874_JPG.rf.5a1b9fc4a5a9e9b293dd0b0cc7ddf44d.jpg
0.16666666666666666,1.0,0.2857142857142857,1,6,1,5,0,DSC04171_JPG.rf.9ffa826c3c5557fba2caf843c56d29c1.jpg
0.0,0.0,0.0,9,10,0,10,9,DSC04220_JPG.rf.05e895396dd6d5c59988e56f07e882e5.jpg
0.4166666666666667,0.20833333333333334,0.2777777777777778,24,12,5,7,19,DSC04231_JPG.rf.aba15d7b2562c4c378dfd6da77a034a8.jpg
0.12903225806451613,0.1111111111111111,0.11940298507462685,36,31,4,27,32,IMG_4992_JPG.rf.3e1d66cd44d8e208c442c2e512360049.jpg
0.0,0.0,0.0,6,7,0,7,6,DSC04006_JPG.rf.b3d5ddabdbc7d80fbdffa19663e0690c.jpg
0.3333333333333333,0.5,0.4,2,3,1,2,1,IMG_4996_JPG.rf.f9e8c19f563888dcb5b100614798ed04.jpg
0.0,0.0,0.0,4,5,0,5,4,IMG_2532_JPG.rf.7aee499336cd129d0d65afd1288e5179.jpg
0.625,0.7142857142857143,0.6666666666666666,7,8,5,3,2,IMG_2053_JPG.rf.c6bd78527d64cd62f28c19835e80beb7.jpg
0.125,0.3333333333333333,0.18181818181818182,3,8,1,7,2,IMG_2144_JPG.rf.25bcde733f0278352132e647726edc90.jpg
0.0,0.0,0.0,3,8,0,8,3,DSC04273_JPG.rf.5a3ffe8676dffe5fe22dc80fa8c27665.jpg
0.6666666666666666,0.4,0.5,25,15,10,5,15,DSC04326_JPG.rf.3e30966b4768d95335e021728d35575f.jpg
0.0,0.0,0.0,4,13,0,13,4,IMG_4890_JPG.rf.0b81b1cfc5af4f52ca3bb3dc3d390250.jpg
0.0,0.0,0.0,5,5,0,5,5,IMG_4945_JPG.rf.981ee0e52ed36e4eac289377c5e75228.jpg
0.14285714285714285,0.2222222222222222,0.17391304347826086,18,28,4,24,14,IMG_5057_JPG.rf.d09e238d09dc91b66440f1110907e344.jpg
0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,2,1,1,IMG_4858_JPG.rf.d26447b70b18e0351547f600dafdf75f.jpg
0.3333333333333333,0.18181818181818182,0.23529411764705885,11,6,2,4,9,IMG_4778_JPG.rf.d1366d2c66239beecbbf349073349d99.jpg
0.16666666666666666,0.1111111111111111,0.13333333333333333,9,6,1,5,8,IMG_2043_JPG.rf.0cfb83fdfc9647abb6770a865b366b9f.jpg
0.2,0.04,0.06666666666666667,25,5,1,4,24,DSC04370_JPG.rf.b1044c98d7612efcf6a88ae006cf5242.jpg
0.3333333333333333,0.2222222222222222,0.26666666666666666,9,6,2,4,7,DSC04010_JPG.rf.521543bb72f87155d33fcf3b8f8428eb.jpg
0.5869565217391305,0.23076923076923078,0.33128834355828224,117,46,27,19,90,IMG_5004_JPG.rf.3f46c594fb00d873f40015fb2a0e20c5.jpg
0.0,0.0,0.0,8,14,0,14,8,IMG_2273_JPG.rf.9146b4afa3a725c9c7e2f80f7b39a57b.jpg
0.625,0.25,0.35714285714285715,40,16,10,6,30,IMG_5011_JPG.rf.91f7936e3896f747587f0338f378d485.jpg
0.1,0.4,0.16000000000000003,5,20,2,18,3,IMG_4723_JPG.rf.d78bae67783f74ef93b430f365e6c857.jpg
0.10526315789473684,0.13333333333333333,0.11764705882352941,15,19,2,17,13,DSC04041_JPG.rf.f7a77445ea1de90b92488396179c3279.jpg
0.5217391304347826,0.35294117647058826,0.4210526315789474,34,23,12,11,22,IMG_5009_JPG.rf.a5c67d741d8ca6a481a3b50e45a1f907.jpg
0.2,0.09090909090909091,0.12500000000000003,22,10,2,8,20,DSC04224_JPG.rf.873eb37e8a09d91928744fa9466c4d85.jpg
0.0,0.0,0.0,1,2,0,2,1,DSC04308_JPG.rf.56007b1437fa0dc200bed5b8fc8f57f2.jpg
0.125,0.1111111111111111,0.11764705882352941,9,8,1,7,8,IMG_4716_JPG.rf.f7be9262ff0e4119da3d549b19b8f4c7.jpg
0.3,0.75,0.4285714285714285,4,10,3,7,1,IMG_2046_JPG.rf.0bffd88794063b2215e7b6e905961800.jpg
0.2857142857142857,0.3333333333333333,0.30769230769230765,12,14,4,10,8,IMG_2152_JPG.rf.79202cea1c0fb30c3c0e86e88da41cb2.jpg
0.25,0.5,0.3333333333333333,2,4,1,3,1,DSC04184_JPG.rf.e517af78439ae77b210a707543505397.jpg
0.5,0.3333333333333333,0.4,21,14,7,7,14,DSC03923_JPG.rf.9d0f0941338edf27b81f6634b3582fbb.jpg
0.0625,0.25,0.1,4,16,1,15,3,IMG_4995_JPG.rf.039f180a93d43e36c64374ca6bcf0cc7.jpg
0.06666666666666667,0.3333333333333333,0.1111111111111111,3,15,1,14,2,IMG_4722_JPG.rf.ebe02b521021e235407be19653451c34.jpg
0.2857142857142857,0.36363636363636365,0.32,22,28,8,20,14,DSC04398_JPG.rf.590cbcdbf2df6ccd29109f441e04d4e1.jpg
0.14285714285714285,0.2727272727272727,0.18749999999999997,11,21,3,18,8,IMG_5024_JPG.rf.edc42238f873970e29785268e2c141b8.jpg
0.5,0.2916666666666667,0.3684210526315789,24,14,7,7,17,DSC04230_JPG.rf.859130df9e75e660fc0c9d5f4e49a237.jpg
0.3,0.5,0.37499999999999994,6,10,3,7,3,IMG_2446_JPG.rf.b8f8a792ed570e62f4399c5cb31cadbb.jpg
0.0,0.0,0.0,1,2,0,2,1,DSC04309_JPG.rf.c9d896b0cdc17486d669e4fd5bce31e2.jpg
0.2,0.3333333333333333,0.25,3,5,1,4,2,IMG_4699_JPG.rf.70e242702ad3bac7f0ded449d7776e6d.jpg
1.0,1.0,1.0,3,3,3,0,0,IMG_4859_JPG.rf.c301554ae8a4145d34d897f5ab21ba74.jpg
0.2,0.06666666666666667,0.1,15,5,1,4,14,DSC04203_JPG.rf.5759c3369706b8705331093697d0798f.jpg
0.25,0.3333333333333333,0.28571428571428575,6,8,2,6,4,IMG_4751_JPG.rf.fb3a837e9f465d49b45f31b88ab61b39.jpg
0.0,0.0,0.0,5,2,0,2,5,DSC04096_JPG.rf.98c8fa2036f4180558d36d0b0008354a.jpg
0.3333333333333333,0.11538461538461539,0.17142857142857146,26,9,3,6,23,DSC04213_JPG.rf.5b41d3987f7409ca4b4b3da9bc878f93.jpg
0.21428571428571427,0.5,0.3,6,14,3,11,3,DSC04026_JPG.rf.ceb3a7de39afba8176527101ca4ec396.jpg
0.25,0.35,0.2916666666666667,20,28,7,21,13,DSC04044_JPG.rf.1a2aad9736b9ed5593890342ce853424.jpg
0.5,0.2222222222222222,0.30769230769230765,18,8,4,4,14,DSC04266_JPG.rf.8850b32769323a5f5834df3c80d106d8.jpg
0.09090909090909091,0.2,0.12500000000000003,5,11,1,10,4,IMG_2118_JPG.rf.71958c50547d9e5508cc1b919a0f83f6.jpg
0.0,0.0,0.0,6,3,0,3,6,IMG_4923_JPG.rf.b543fb98e1e7e4d2bc9ce1ea027eea1e.jpg
0.25925925925925924,0.23333333333333334,0.2456140350877193,30,27,7,20,23,IMG_5016_JPG.rf.dcd0e5e60b796818de9efd84a98724ec.jpg
0.0,0.0,0.0,3,9,0,9,3,IMG_4775_JPG.rf.0f890c861bde5f33b0d333b2cc07f4f9.jpg
0.08333333333333333,0.3333333333333333,0.13333333333333333,3,12,1,11,2,IMG_4943_JPG.rf.e8ff9a7354f35bbd07b65545ba493293.jpg
0.0,0.0,0.0,2,9,0,9,2,IMG_4709_JPG.rf.637e956c778a630c108a37c2234c31bc.jpg
0.4,0.5714285714285714,0.47058823529411764,7,10,4,6,3,IMG_2028_JPG.rf.a544e959580f6d7bc2e335516d5112e4.jpg
0.5833333333333334,0.7368421052631579,0.6511627906976745,19,24,14,10,5,IMG_4821_JPG.rf.2d99c7e619b6268e36f655aab8c9fc81.jpg
0.25,0.4,0.3076923076923077,5,8,2,6,3,DSC04012_JPG.rf.615e20d4a603430e9fbbf8a51869e33d.jpg
0.05,1.0,0.09523809523809523,1,20,1,19,0,IMG_2037_JPG.rf.195e70e6ff82516dfc2efa89be4b6fb5.jpg
0.2,0.5,0.28571428571428575,8,20,4,16,4,IMG_5021_JPG.rf.281b3ed7a06f15f6d83e780583080775.jpg
0.6,0.5,0.5454545454545454,6,5,3,2,3,DSC04093_JPG.rf.8dbdffdba642f46864becc6e5f37ca2f.jpg
0.6666666666666666,0.75,0.7058823529411765,8,9,6,3,2,IMG_2416_JPG.rf.166da7b12f7ef480d0b566cb7939a0a7.jpg
0.1111111111111111,0.1,0.10526315789473685,10,9,1,8,9,IMG_4714_JPG.rf.2464917297d978cc1e737374ffd9e57f.jpg
0.2222222222222222,0.3333333333333333,0.26666666666666666,6,9,2,7,4,IMG_2114_JPG.rf.06dfd5d9b730c2ed8628d2c6769c34fe.jpg
0.07142857142857142,0.08333333333333333,0.07692307692307691,12,14,1,13,11,DSC04031_JPG.rf.454b4fcdbf78010f770fb07cae495bcf.jpg
0.0,0.0,0.0,2,7,0,7,2,DSC04007_JPG.rf.9cbe44b54d9242dba9a272b55a094fb4.jpg
0.625,1.0,0.7692307692307693,5,8,5,3,0,IMG_4830_JPG.rf.58599425af00686fb7eee2fcb3e17531.jpg
0.0,0.0,0.0,13,4,0,4,13,IMG_2136_JPG.rf.13bc9784cb25edb014c0376130e1dbb0.jpg
0.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,1,2,2,DSC04319_JPG.rf.81c7d30f7fee3c96c2d1093932960243.jpg
0.375,0.3076923076923077,0.3380281690140845,39,32,12,20,27,DSC04079_JPG.rf.c059af5ffae5aa912482e4bed48fb28a.jpg
0.0,0.0,0.0,24,7,0,7,24,IMG_5039_JPG.rf.e8c7a39df9e33cd65c1752ad18704027.jpg
0.0,0.0,0.0,2,4,0,4,2,DSC04289_JPG.rf.11bb6598ece665cb117f85252f702c5f.jpg
0.45,0.23684210526315788,0.3103448275862069,38,20,9,11,29,IMG_5012_JPG.rf.d0de89b9ea9ecff89caf79d73a1d647d.jpg
0.4230769230769231,0.3333333333333333,0.3728813559322034,33,26,11,15,22,DSC04323_JPG.rf.8bb1530d2ce6a64d63af4b8e5d0d3183.jpg
0.625,0.5555555555555556,0.5882352941176471,9,8,5,3,4,IMG_4832_JPG.rf.99a843aa617e16c0f315c5b898320eb3.jpg
0.0,0.0,0.0,26,5,0,5,26,DSC04375_JPG.rf.3b7f1ca7d6113e235cee348109400f19.jpg
1.0,0.16666666666666666,0.2857142857142857,6,1,1,0,5,IMG_2541_JPG.rf.f935efe139eb2624c35d47778d4b31ef.jpg
0.5454545454545454,0.2608695652173913,0.3529411764705882,23,11,6,5,17,IMG_4903_JPG.rf.276f030a323fdd23bb01a573bc1d03d9.jpg
0.3333333333333333,0.18181818181818182,0.23529411764705885,11,6,2,4,9,DSC04009_JPG.rf.51a535bb1a033800e47731437b75c22d.jpg
0.3076923076923077,0.8,0.4444444444444444,5,13,4,9,1,IMG_2113_JPG.rf.386b6e194200cd0be6a88b6c854a77dc.jpg
0.3,0.42857142857142855,0.3529411764705882,7,10,3,7,4,IMG_2435_JPG.rf.e711025d2aa06c2c967a188481704b25.jpg
0.1,0.3333333333333333,0.15384615384615383,3,10,1,9,2,IMG_2154_JPG.rf.ff90258678d802029ce0856887ad94e1.jpg
0.0,0.0,0.0,5,19,0,19,5,IMG_5026_JPG.rf.4b3abd89cb7fff73f2f47abea0650ff6.jpg
0.16666666666666666,0.2,0.1818181818181818,5,6,1,5,4,IMG_2146_JPG.rf.da96063a1cefb965ed34cf0ded719fd5.jpg
0.0,0.0,0.0,7,7,0,7,7,DSC04271_JPG.rf.674481db3fe1c6b84c87c1625723055c.jpg
0.10344827586206896,0.375,0.16216216216216217,8,29,3,26,5,DSC04048_JPG.rf.8a253a1ade3a72dd2c4269d04e27fdfa.jpg
0.0,0.0,0.0,4,6,0,6,4,IMG_4720_JPG.rf.c37ee0e84c2c30c2a60d72a9a3853971.jpg
0.16129032258064516,0.5,0.24390243902439024,10,31,5,26,5,IMG_2040_JPG.rf.823d74b6ae83cb6568ccd86369701465.jpg
0.0,0.0,0.0,8,2,0,2,8,DSC04277_JPG.rf.9316fe316a8be91144f3624c826d90f6.jpg
0.625,0.18518518518518517,0.2857142857142857,27,8,5,3,22,DSC04211_JPG.rf.967767fe5c8a5713109a655a56b99009.jpg
0.5,1.0,0.6666666666666666,1,2,1,1,0,DSC04137_JPG.rf.00d9f5dff0533f3e58dcfc9d3d58e0e5.jpg
0.6,0.17647058823529413,0.2727272727272727,17,5,3,2,14,DSC04204_JPG.rf.6bbdbb1b20ebc06fc83eca60fb7e77b0.jpg
0.35714285714285715,0.4166666666666667,0.3846153846153846,12,14,5,9,7,IMG_4715_JPG.rf.70d7b65c6117105e4cc89c56834fb943.jpg
0.4,0.24,0.3,25,15,6,9,19,DSC04145_JPG.rf.7c4d6dc75b4a558df5b5491aab981acf.jpg
0.15789473684210525,0.2727272727272727,0.19999999999999998,11,19,3,16,8,IMG_4756_JPG.rf.1da3926f0d0618eea8b29e296e1966bb.jpg
0.6190476190476191,0.34210526315789475,0.44067796610169496,38,21,13,8,25,IMG_4881_JPG.rf.259fe77dd4905a36128ba61398eda32b.jpg
0.7142857142857143,0.7142857142857143,0.7142857142857143,14,14,10,4,4,IMG_2151_JPG.rf.9b10742f4320c617bc180e9eb78f9942.jpg
0.08333333333333333,0.3333333333333333,0.13333333333333333,6,24,2,22,4,DSC04050_JPG.rf.856ff10ef986d04b1df02851696c3084.jpg
0.5625,0.43548387096774194,0.4909090909090909,62,48,27,21,35,IMG_5006_JPG.rf.f9d0d4a520279e959f9e4d2534e69f3e.jpg
0.3,0.5454545454545454,0.3870967741935483,11,20,6,14,5,DSC04015_JPG.rf.6cf49b4dff7f08e5045651a0b5cfdc59.jpg
0.3,0.8571428571428571,0.4444444444444444,7,20,6,14,1,IMG_2055_JPG.rf.60ddfecd346ba83201fc0604f47db0d1.jpg
0.16666666666666666,0.2,0.1818181818181818,5,6,1,5,4,IMG_4605_JPG.rf.38d262bb04d4b7aa0aff5e1d7ce34c74.jpg
1.0,1.0,1.0,0,0,0,0,0,IMG_4589_JPG.rf.a875345c13abcb7339c298cd32b9e635.jpg
0.0,0.0,0.0,2,4,0,4,2,IMG_4704_JPG.rf.a77b12dcc883fa952f09cb3ad40f5d15.jpg
0.41379310344827586,0.5714285714285714,0.48000000000000004,21,29,12,17,9,IMG_2397_JPG.rf.83391c14ba36af52a5405c41e9a87961.jpg
0.3125,0.29411764705882354,0.30303030303030304,17,16,5,11,12,IMG_2002_JPG.rf.dfca24b8a90773680d94681328a4685e.jpg
0.24,0.25,0.24489795918367346,24,25,6,19,18,DSC04327_JPG.rf.02a40032e6c1b9a575c03a4a55403dbb.jpg
0.5,0.5714285714285714,0.5333333333333333,14,16,8,8,6,IMG_4834_JPG.rf.49899eeae99587f739e76d57e4fea7cf.jpg
0.42857142857142855,0.3684210526315789,0.39622641509433965,57,49,21,28,36,DSC04343_JPG.rf.da50b52252cad1c59f986b8b5d0a1462.jpg
0.08695652173913043,0.2857142857142857,0.13333333333333333,7,23,2,21,5,DSC04322_JPG.rf.0da5b4c1e581570b8ad56fb3ade2e74f.jpg
0.3333333333333333,0.4,0.3636363636363636,15,18,6,12,9,DSC04005_JPG.rf.610592e73be0aa9e5a2524fcd12b8ed2.jpg
0.3,0.6,0.4,5,10,3,7,2,IMG_2029_JPG.rf.e96edf8ff781717ffa283cb67c124190.jpg
0.21428571428571427,0.3157894736842105,0.2553191489361702,19,28,6,22,13,DSC04035_JPG.rf.e6e11562a72fe85466063a8f7543c8e0.jpg
0.0,0.0,0.0,2,4,0,4,2,IMG_4689_JPG.rf.e1321b1724732eb508e16647fd8386d0.jpg
0.25,0.3333333333333333,0.28571428571428575,3,4,1,3,2,IMG_4769_JPG.rf.5ee5cb912e10f66ce4464966aab5a47a.jpg
0.3018867924528302,0.25806451612903225,0.27826086956521745,62,53,16,37,46,DSC04344_JPG.rf.9b3bcb8f84748f1bb9ed917a9dd5fb97.jpg
0.25,0.2,0.22222222222222224,20,16,4,12,16,DSC04032_JPG.rf.261332c38d4811756fc67b535d068bb9.jpg
0.26666666666666666,0.8,0.4,5,15,4,11,1,IMG_4708_JPG.rf.20b3db4296ddc873e6a15fd26acec355.jpg
0.46511627906976744,0.37037037037037035,0.41237113402061853,54,43,20,23,34,DSC04353_JPG.rf.a1fd2b5667a796e26bcef54f13a0ffa3.jpg
0.125,0.16666666666666666,0.14285714285714288,6,8,1,7,5,IMG_4998_JPG.rf.47ab1ed39061d64eabb6177586cb14af.jpg
0.15384615384615385,0.16666666666666666,0.16,12,13,2,11,10,IMG_2165_JPG.rf.dc63319cd94573929d66fcddc33bcab9.jpg
