Total Images,Overall IoU (Weighted),Overall F1 (Weighted),Overall Precision (Weighted),Overall Recall (Weighted),Overall Accuracy (Weighted),Mean IoU,Median IoU,Std IoU,Mean F1,Mean Precision,Mean Recall,Mean Accuracy,Total GT Pixels,Total Pred Pixels,Excellent (≥0.8),Good (0.6-0.8),Fair (0.4-0.6),Poor (0.2-0.4),Very Poor (<0.2)
1012,0.1339316987696677,0.21042139969841023,0.24769032055320492,0.3374805869839819,0.9589066227796135,0.09690392716332774,0.0352207500457631,0.12733208234424895,0.15536660125014762,0.1794129554259661,0.24923523465927933,0.9860075037055337,5169704,6308140,1,3,28,165,815
