bbox_precision_mean,bbox_recall_mean,bbox_f1_mean,bbox_precision_weighted,bbox_recall_weighted,bbox_f1_weighted,bbox_precision_overall,bbox_recall_overall,bbox_f1_overall,pixel_accuracy_mean,pixel_precision_mean,pixel_recall_mean,pixel_f1_mean,pixel_iou_mean,pixel_precision_weighted,pixel_recall_weighted,pixel_f1_weighted,pixel_iou_weighted,total_images,total_gt_boxes,total_pred_boxes,total_matched_boxes,detection_rate
0.10137383700310287,0.27075088402564457,0.12230315833871383,0.15743114311100212,0.24884290770487338,0.1712440449383052,0.10382824037260024,0.2488429077048734,0.14652132089465134,0.9529513208762886,0.13532142582737858,0.42133084944030713,0.16870610320949161,0.1037537589692829,0.19858546214995665,0.3432338557876482,0.21002236414955197,0.13153522197859085,291,3673,8803,914,24.88%
