region_precision,region_recall,region_f1,region_iou,gt_regions,pred_regions,matched_gt_regions,matched_pred_regions,gt_pixels,pred_pixels,matched_gt_pixels,matched_pred_pixels,gt_coverage,pred_coverage,filename
0.6923076923076923,0.8846153846153846,0.7767354596130325,0.032698902598452866,26,104,23,72,153762,17644,149860,16601,0.9746231188460087,0.9408864203128542,IMG_4993_JPG.rf.ab77786e38be8551a65833a5fdcf80a7.jpg
0.5,1.0,0.6666666666222222,0.06092574410888448,5,14,5,7,25270,2457,25270,2017,1.0,0.820919820919821,DSC04131_JPG.rf.ddc4771910fbabfde959748c937d7824.jpg
0.5178571428571429,0.4666666666666667,0.4909310761290953,0.006423473899082415,15,112,7,58,108842,8098,100669,5146,0.9249095018467136,0.635465547048654,DSC04041_JPG.rf.f7a77445ea1de90b92488396179c3279.jpg
0.14285714285714285,1.0,0.249999999978125,0.2645252640957108,2,14,2,2,2052,3235,2052,595,1.0,0.1839258114374034,IMG_2508_JPG.rf.e0425583ab898225d34f5ba3d41be214.jpg
0.6153846153846154,0.75,0.676056337978655,0.06090815662058116,4,13,3,8,42216,6970,37995,6671,0.9000142126208073,0.9571018651362985,IMG_2148_JPG.rf.e07aa955c63a42222a151acada849995.jpg
0.4444444444444444,0.5405405405405406,0.48780487799925637,0.2049267024721807,37,45,20,20,12502,3449,7218,2023,0.5773476243800992,0.586546825166715,DSC04192_JPG.rf.62edfe2a4361a60b2a2dd39490444861.jpg
0.7735849056603774,0.8,0.7865707433552899,0.00398586863451922,5,53,4,41,75234,4177,74814,3884,0.9944174176569104,0.929853962173809,DSC04219_JPG.rf.7ce79630fadc829153c6fb39bd9f3790.jpg
0.5151515151515151,0.75,0.6107784430654953,0.06305054933872965,24,66,18,34,44733,4910,39505,3754,0.8831287863545928,0.764562118126273,DSC04230_JPG.rf.859130df9e75e660fc0c9d5f4e49a237.jpg
0.8076923076923077,0.7777777777777778,0.7924528301386969,0.039198882080304566,9,26,7,21,22379,3509,15464,1963,0.6910049600071495,0.5594186377885437,IMG_2471_JPG.rf.4770adafda877963a7d2382ce2496749.jpg
0.39790575916230364,0.9479166666666666,0.560521943468502,0.1513901853050797,96,191,91,76,165936,94226,132828,83028,0.8004772924501012,0.8811580667756246,DSC04345_JPG.rf.94166d94a1356594a27281104ab8ead7.jpg
0.47619047619047616,0.6,0.5309734512780954,0.04022536535582266,10,21,6,10,71411,1173,70369,980,0.9854084104689753,0.835464620630861,DSC04318_JPG.rf.48437ba6963e0c2c5592f479c4906ef1.jpg
0.7288135593220338,0.75,0.7392550142766579,0.011467076504411632,8,59,6,43,106064,8828,89672,7457,0.8454518026851712,0.8446986859990938,DSC04040_JPG.rf.3f89a2b05b11fda2b8d3a93719398639.jpg
0.7884615384615384,0.9473684210526315,0.8606413993673285,0.0822021963673985,19,52,18,41,75300,16388,73804,15526,0.980132802124834,0.9474005369782768,IMG_2443_JPG.rf.10297ba9b4c476e4cda656c928a8d980.jpg
1.0,0.8333333333333334,0.9090909090413223,0.10540987224497966,6,5,5,5,10226,2171,7054,2171,0.6898102875024448,1.0,IMG_2541_JPG.rf.f935efe139eb2624c35d47778d4b31ef.jpg
0.28125,1.0,0.4390243902096371,0.26509633863347687,16,64,16,18,10235,7280,10235,4425,1.0,0.6078296703296703,IMG_4833_JPG.rf.24b6a624797ecb4f794e722416133953.jpg
0.3076923076923077,0.15384615384615385,0.2051282050837607,0.03807584239642942,13,13,2,4,32922,3323,6226,1574,0.18911366259644008,0.47366837195305445,IMG_2136_JPG.rf.13bc9784cb25edb014c0376130e1dbb0.jpg
0.24,1.0,0.3870967741623309,0.08600289964339813,3,25,3,6,14002,6536,14002,5683,1.0,0.8694920440636474,IMG_2314_JPG.rf.5d9cb24407f773f55e7ad88f9252ce00.jpg
0.12716763005780346,1.0,0.2256410256210072,0.08908127565198355,7,173,7,22,36207,16727,36207,9577,1.0,0.5725473784898667,IMG_2055_JPG.rf.60ddfecd346ba83201fc0604f47db0d1.jpg
0.6666666666666666,0.14285714285714285,0.23529411761799307,0.005511775138322587,7,3,1,2,240287,1830,71142,1414,0.29607094849076315,0.7726775956284153,IMG_4934_JPG.rf.dcf183e085a292ba23f567d6441a0729.jpg
0.125,0.5,0.199999999968,0.2715273412947832,2,8,1,1,2166,3658,1591,432,0.734533702677747,0.1180973209404046,DSC04184_JPG.rf.e517af78439ae77b210a707543505397.jpg
1.0,1.0,0.99999999995,0.0011883338658270656,1,3,1,3,155034,812,155034,812,1.0,1.0,DSC04309_JPG.rf.c9d896b0cdc17486d669e4fd5bce31e2.jpg
0.4166666666666667,0.6666666666666666,0.5128205127731756,0.22859621235704192,18,36,12,15,11679,4193,10314,3455,0.8831235550988955,0.8239923682327689,DSC04158_JPG.rf.06bbd2945313c845c1129379a13d7023.jpg
0.7419354838709677,1.0,0.8518518518029492,0.010248688073670131,3,31,3,23,205968,18868,205968,17704,1.0,0.938308246767013,IMG_4931_JPG.rf.2388f225a3cefdf458dfed333a34945f.jpg
0.6896551724137931,1.0,0.8163265305639317,0.00305539328707358,4,29,4,20,63347,2145,63347,1662,1.0,0.7748251748251749,IMG_4596_JPG.rf.aebb165d2276a24db44b1216007d395e.jpg
0.17073170731707318,0.75,0.2781456953340292,0.027512342566817744,4,41,3,7,17079,7508,14237,1246,0.8335968148018034,0.16595631326584975,DSC04024_JPG.rf.9ac025dcd003e00237ef4f0004ad37db.jpg
0.463768115942029,0.7272727272727273,0.5663716813683766,0.023050717293718426,11,69,8,32,62578,10209,56986,6203,0.9106395218766978,0.6076011362523264,DSC04321_JPG.rf.334b8c0bdd79035c2810f17c1415d3b9.jpg
0.49572649572649574,0.6363636363636364,0.5573095401017668,0.018453533780478402,22,117,14,58,144601,19519,109120,13804,0.7546282529166465,0.7072083610840719,DSC04362_JPG.rf.f911d1c2b6e3c1863141e6d593869b06.jpg
0.7428571428571429,0.8,0.770370370320439,0.013202686343139,10,35,8,26,215422,10510,214036,9385,0.993566116738309,0.8929590865842055,DSC04076_JPG.rf.5608e56fc94f040a6d88d9b3084a23b9.jpg
0.8888888888888888,0.8,0.8421052631080332,0.051539151665093014,5,9,4,8,15260,1623,12125,1400,0.7945609436435125,0.862600123228589,IMG_2146_JPG.rf.da96063a1cefb965ed34cf0ded719fd5.jpg
0.5,0.2,0.2857142856734694,0.004164654756156446,5,2,1,1,35750,122,16568,69,0.46344055944055945,0.5655737704918032,DSC04338_JPG.rf.39faaaf5f840dc026d3474fb54efba58.jpg
0.926829268292683,0.6363636363636364,0.7546099290297406,0.018153540198981265,11,41,7,38,218768,16939,134235,16702,0.6135952241644116,0.9860086191628785,IMG_4756_JPG.rf.1da3926f0d0618eea8b29e296e1966bb.jpg
0.8369565217391305,0.9047619047619048,0.8695393758787533,0.06315072314531946,42,92,38,77,172247,24747,163855,23510,0.9512792675634408,0.95001414312846,IMG_2394_JPG.rf.b8850145578c950114d8bef195a4ba74.jpg
0.6710526315789473,0.75,0.7083333332834877,0.03406521991572058,24,76,18,51,89285,11216,75474,8796,0.8453155625245002,0.7842368045649073,DSC04327_JPG.rf.02a40032e6c1b9a575c03a4a55403dbb.jpg
0.4166666666666667,0.5,0.45454545449586775,0.06460059861383394,6,12,3,5,27733,3750,12441,2397,0.44859914181660837,0.6392,IMG_1703_jpg.rf.55e9ba0f66c82b03ee2971318dc7b3b9.jpg
0.43478260869565216,0.9,0.5863192181971162,0.057274482735224556,10,46,9,20,128359,54084,118479,49487,0.9230283813367197,0.9150025885659345,IMG_1762_jpg.rf.9cd3a29cdcd76af2f35c6297a4a61811.jpg
0.3333333333333333,0.75,0.46153846149585803,0.1113472594584431,4,15,3,5,13885,4237,9667,1947,0.696218941303565,0.4595232475808355,IMG_2145_JPG.rf.067fa8698f2f9931926ad50622aa9b48.jpg
0.5,0.6666666666666666,0.5714285713795919,0.06821322326827715,27,68,18,34,64788,6841,49354,5750,0.7617768722602951,0.8405203917555912,DSC04211_JPG.rf.967767fe5c8a5713109a655a56b99009.jpg
0.23333333333333334,0.5,0.3181818181384297,0.00973027977255987,2,30,1,7,31436,4535,23219,2132,0.7386117826695509,0.4701212789415656,IMG_4709_JPG.rf.637e956c778a630c108a37c2234c31bc.jpg
0.5147058823529411,0.5263157894736842,0.5204460966042813,0.02793218090833306,19,68,10,35,192480,11593,140554,9201,0.7302265170407315,0.7936685931165358,IMG_5025_JPG.rf.d01c200c03edec8630d726e35f71c691.jpg
0.3076923076923077,0.6666666666666666,0.4210526315357341,0.039796525586836676,6,26,4,8,86462,4593,41895,2597,0.4845481251879438,0.5654256477247986,IMG_2114_JPG.rf.06dfd5d9b730c2ed8628d2c6769c34fe.jpg
0.5769230769230769,0.5,0.5357142856645408,0.029555816918874205,12,26,6,15,124786,8267,62002,5634,0.49686663568028466,0.6815047780331438,IMG_2165_JPG.rf.dc63319cd94573929d66fcddc33bcab9.jpg
0.3333333333333333,1.0,0.4999999999625,0.32543099587032276,2,6,2,2,3692,2347,3692,1349,1.0,0.5747763101832126,IMG_4860_JPG.rf.a48861eed0a72a00146c1404e0f0cc89.jpg
0.36,0.5384615384615384,0.4315068492670412,0.06887833618934473,13,50,7,18,41142,9973,27294,5873,0.6634096543677993,0.5888900030081219,IMG_2390_JPG.rf.e71e5a496373869e0bd827ab5b3724ba.jpg
0.4444444444444444,0.5,0.47058823524429066,0.032011234683932056,4,18,2,8,15816,2538,12816,1480,0.8103186646433991,0.5831363278171788,IMG_4606_JPG.rf.a7fa290bed48312e54d03e0a35468d8a.jpg
0.2,1.0,0.3333333333055556,0.016637455171745,4,45,4,9,102541,6760,102541,3087,1.0,0.45665680473372783,IMG_2119_JPG.rf.73eb86d68e8911735b40e25cde406ad2.jpg
0.6923076923076923,0.7575757575757576,0.7234726687603907,0.05778534124915613,33,65,25,45,128998,8406,59180,7061,0.4587668025860866,0.8399952414941708,DSC04323_JPG.rf.8bb1530d2ce6a64d63af4b8e5d0d3183.jpg
0.6451612903225806,0.5555555555555556,0.5970149253234127,0.019904797299512656,9,31,5,20,104967,6474,81505,4813,0.7764821324797317,0.7434352795798579,IMG_4713_JPG.rf.1324ce97f548311181a530b47d0d7f54.jpg
0.32653061224489793,0.26666666666666666,0.29357798160188536,0.11254775279387359,45,49,12,16,42264,20911,15305,10394,0.3621285254590195,0.4970589641815312,DSC04441_JPG.rf.11b244119718fde55b1c4ab7bdf40d81.jpg
0.6596858638743456,0.675,0.6672550749720718,0.022100936655020702,40,191,27,126,164038,25079,134924,22775,0.8225167339275046,0.9081303082260058,DSC04397_JPG.rf.804d11da546b356933056422d013c7c0.jpg
0.5258620689655172,0.7906976744186046,0.631643063755891,0.030418088809100637,43,232,34,122,122981,36907,112154,28752,0.9119620103918491,0.7790392066545642,DSC04399_JPG.rf.0d0e5c42999f9cc09d1192124955ebee.jpg
0.6875,1.0,0.8148148147665295,0.011073279445892741,19,80,19,55,85760,3960,85760,2829,1.0,0.7143939393939394,DSC04368_JPG.rf.5952ddb83c9fdf19b96759fb9429ac6e.jpg
0.6698113207547169,0.6944444444444444,0.6819054936111765,0.043586505197952125,36,106,25,71,156817,17921,150663,15754,0.9607568057034632,0.8790804084593493,IMG_4991_JPG.rf.3a791a582bae0bbc903b0902f393b2a2.jpg
0.6785714285714286,0.4,0.503311258231481,0.008572462784095273,10,28,4,19,106854,4554,79785,3741,0.7466730304902016,0.8214756258234519,IMG_4714_JPG.rf.2464917297d978cc1e737374ffd9e57f.jpg
0.6428571428571429,0.5714285714285714,0.6050420167568956,0.011295846303857503,7,28,4,18,262839,7706,224092,2494,0.8525827597883114,0.3236439138333766,DSC04310_JPG.rf.8fd4c5666cc18204739f32f00eba4b3b.jpg
1.0,1.0,0.99999999995,0.0006490045731183166,1,1,1,1,232664,151,232664,151,1.0,1.0,IMG_4974_JPG.rf.39c816c26265036bb12c434de9902d25.jpg
0.4,0.4166666666666667,0.4081632652561433,0.00870609733211286,12,35,5,14,104701,1623,69966,447,0.6682457665160791,0.2754158964879852,DSC04011_JPG.rf.a719c404743d0503847d4a1466d4e91e.jpg
0.5333333333333333,1.0,0.6956521738676749,0.01180647751731947,2,15,2,8,65521,3482,65521,2196,1.0,0.6306720275703619,DSC04298_JPG.rf.526e7a016c17dbd4a45a7c85acb1e258.jpg
0.7,1.0,0.8235294117162629,0.009439005973534078,2,10,2,7,88834,6443,88834,4196,1.0,0.651249417972994,DSC04299_JPG.rf.c90f88ce61e0a227eb07cbd298e21106.jpg
0.6858974358974359,0.9090909090909091,0.781877968529715,0.034329571174582456,22,156,20,107,231341,30843,186945,28332,0.8080928153677904,0.9185876860227604,IMG_5056_JPG.rf.7c2bfeb8c2e32a72eaab086a371064e0.jpg
0.5,0.375,0.42857142852244895,0.03675481625187772,8,16,3,8,18079,1335,8376,1078,0.4632999612810443,0.8074906367041198,DSC04003_JPG.rf.af2eb3c1c67284afd53f8016a4c06025.jpg
0.3972602739726027,0.8888888888888888,0.5491124259928086,0.03329818253348686,9,73,8,29,51399,13162,50295,8488,0.9785209828985,0.6448867953198602,DSC04038_JPG.rf.eb8530722b8f8de57a817d21940d0fae.jpg
0.5555555555555556,1.0,0.7142857142397959,0.01455296779188803,2,9,2,5,20902,1293,20902,844,1.0,0.6527455529775715,IMG_4704_JPG.rf.a77b12dcc883fa952f09cb3ad40f5d15.jpg
0.345679012345679,0.75,0.47323943657652684,0.015288367664971018,8,81,6,28,188775,13862,146505,8858,0.7760826380611839,0.6390131294185544,IMG_5020_JPG.rf.7d5566c9d2b4eeecc6ae41bf2a09af48.jpg
0.49514563106796117,0.5526315789473685,0.5223116312595872,0.07318723103945736,38,103,21,51,73321,13704,45307,11100,0.617926651300446,0.8099824868651488,IMG_5012_JPG.rf.d0de89b9ea9ecff89caf79d73a1d647d.jpg
0.6133333333333333,0.6875,0.648302370225627,0.04118639349634449,16,75,11,46,171838,6441,168323,5278,0.9795446874381685,0.8194379754696476,IMG_5036_JPG.rf.5f4d679d95ae246f77e157e4236b9865.jpg
0.2962962962962963,1.0,0.45714285710759184,0.0304323312733983,3,27,3,8,51807,4637,51807,1921,1.0,0.41427647185680394,IMG_2027_JPG.rf.321c41f4f6f3c6250ac2dc5b37c50aee.jpg
0.673469387755102,1.0,0.8048780487323913,0.07479647650020221,17,49,17,33,209461,11282,209461,10194,1.0,0.9035631980145364,IMG_4819_JPG.rf.d612ab0655dbffc1088b8780f1a6f495.jpg
0.75,0.6923076923076923,0.7199999999500799,0.07686435454282928,26,52,18,39,40087,7812,37483,7382,0.9350412852046798,0.9449564772145417,DSC04216_JPG.rf.2df278714e00c6aff0bd765d5fcb3739.jpg
0.43636363636363634,0.75,0.551724137884529,0.027605662369401415,12,55,9,24,89694,9262,76156,7682,0.8490645974089682,0.8294104944936299,DSC04208_JPG.rf.d4bf816afae65a9141db645a0ea7c60d.jpg
0.47368421052631576,0.5769230769230769,0.5202312138233152,0.0617666509925008,26,57,15,27,43739,5317,35786,3808,0.8181714259585268,0.7161933421102126,DSC04213_JPG.rf.5b41d3987f7409ca4b4b3da9bc878f93.jpg
0.34615384615384615,1.0,0.5142857142475101,0.04601758883349866,5,26,5,9,20817,13422,20817,5561,1.0,0.4143197735061839,IMG_2143_JPG.rf.2e4f56955d58af1c8e4220db05ad16b1.jpg
0.6875,0.6363636363636364,0.6609442059586583,0.05942144106184458,33,64,21,44,109379,21732,79153,18814,0.7236581062178298,0.8657279587704767,DSC04080_JPG.rf.e9081627537d7feff052e59025c21d7b.jpg
0.5428571428571428,1.0,0.7037037036580933,0.06032232126883995,10,35,10,19,203222,3770,203222,3312,1.0,0.8785145888594165,IMG_4982_JPG.rf.47f4422b8bbbd76bd1f28861553b101f.jpg
