filename,image_id,num_gt_boxes,gt_boxes_detected,pred_weed_regions,detection_rate,precision,recall,f1_score,avg_iou,weed_pixels,paddy_pixels
IMG_4993_JPG.rf.ab77786e38be8551a65833a5fdcf80a7.jpg,0,26,21,118,0.8076923076923077,0.17796610169491525,0.8076923076923077,0.29166666663707563,0.018314611895910365,21997,47452
DSC04131_JPG.rf.ddc4771910fbabfde959748c937d7824.jpg,1,5,5,14,1.0,0.35714285714285715,1.0,0.526315789434903,0.03620599988169339,2773,112367
DSC04041_JPG.rf.f7a77445ea1de90b92488396179c3279.jpg,2,15,7,80,0.4666666666666667,0.0875,0.4666666666666667,0.14736842102603878,0.010958418982873265,5309,84098
IMG_2508_JPG.rf.e0425583ab898225d34f5ba3d41be214.jpg,3,2,2,17,1.0,0.11764705882352941,1.0,0.2105263157706371,0.11885077745070921,1867,101220
IMG_2148_JPG.rf.e07aa955c63a42222a151acada849995.jpg,4,4,3,13,0.75,0.23076923076923078,0.75,0.35294117643460204,0.08370509566056988,8209,177542
DSC04192_JPG.rf.62edfe2a4361a60b2a2dd39490444861.jpg,5,37,25,62,0.6756756756756757,0.4032258064516129,0.6756756756756757,0.5050505050036935,0.014642996918903155,4741,49798
DSC04219_JPG.rf.7ce79630fadc829153c6fb39bd9f3790.jpg,6,5,4,55,0.8,0.07272727272727272,0.8,0.13333333331805555,0.022750413927091002,5759,77630
DSC04230_JPG.rf.859130df9e75e660fc0c9d5f4e49a237.jpg,7,24,15,70,0.625,0.21428571428571427,0.625,0.3191489361321865,0.022194307783542918,5832,43545
IMG_2471_JPG.rf.4770adafda877963a7d2382ce2496749.jpg,8,9,8,32,0.8888888888888888,0.25,0.8888888888888888,0.3902439024047591,0.03706734989286939,4772,123242
DSC04345_JPG.rf.94166d94a1356594a27281104ab8ead7.jpg,9,96,83,165,0.8645833333333334,0.503030303030303,0.8645833333333334,0.6360153256239927,0.006791925383793092,77273,146198
DSC04318_JPG.rf.48437ba6963e0c2c5592f479c4906ef1.jpg,10,10,4,33,0.4,0.12121212121212122,0.4,0.18604651159221203,0.01793362094819425,1107,94415
DSC04040_JPG.rf.3f89a2b05b11fda2b8d3a93719398639.jpg,11,8,2,39,0.25,0.05128205128205128,0.25,0.08510638295047533,0.02302683242991355,7736,83872
IMG_2443_JPG.rf.10297ba9b4c476e4cda656c928a8d980.jpg,12,19,18,48,0.9473684210526315,0.375,0.9473684210526315,0.5373134327951883,0.03461694688429412,17578,39018
IMG_2541_JPG.rf.f935efe139eb2624c35d47778d4b31ef.jpg,13,6,5,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333332833334,0.06250987974276205,2856,1802
IMG_4833_JPG.rf.24b6a624797ecb4f794e722416133953.jpg,14,16,15,58,0.9375,0.25862068965517243,0.9375,0.4054054053715121,0.0342935330040653,8477,6564
IMG_2136_JPG.rf.13bc9784cb25edb014c0376130e1dbb0.jpg,15,13,8,18,0.6153846153846154,0.4444444444444444,0.6153846153846154,0.5161290322093652,0.015347138115631268,10294,281782
IMG_2314_JPG.rf.5d9cb24407f773f55e7ad88f9252ce00.jpg,16,3,3,28,1.0,0.10714285714285714,1.0,0.19354838707929237,0.17604538782323087,8803,6805
IMG_2055_JPG.rf.60ddfecd346ba83201fc0604f47db0d1.jpg,17,7,7,189,1.0,0.037037037037037035,1.0,0.07142857142168367,0.04486661795196558,21288,34241
IMG_4934_JPG.rf.dcf183e085a292ba23f567d6441a0729.jpg,18,7,1,7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714280714285,0.000718835304822566,879,231367
DSC04184_JPG.rf.e517af78439ae77b210a707543505397.jpg,19,2,2,4,1.0,0.5,1.0,0.6666666666222222,0.13852846235215718,908,150521
DSC04309_JPG.rf.c9d896b0cdc17486d669e4fd5bce31e2.jpg,20,1,1,9,1.0,0.1111111111111111,1.0,0.19999999998199997,0.0056159700224059335,1539,18610
DSC04158_JPG.rf.06bbd2945313c845c1129379a13d7023.jpg,21,18,12,38,0.6666666666666666,0.3157894736842105,0.6666666666666666,0.4285714285278061,0.03577031445695156,5444,7635
IMG_4931_JPG.rf.2388f225a3cefdf458dfed333a34945f.jpg,22,3,1,12,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.13333333330133335,0.005844580833253239,2708,222980
IMG_4596_JPG.rf.aebb165d2276a24db44b1216007d395e.jpg,23,4,4,24,1.0,0.16666666666666666,1.0,0.2857142856897959,0.006135604898418599,2022,18671
DSC04024_JPG.rf.9ac025dcd003e00237ef4f0004ad37db.jpg,24,4,3,34,0.75,0.08823529411764706,0.75,0.15789473682326868,0.02241505605945844,7600,69652
DSC04321_JPG.rf.334b8c0bdd79035c2810f17c1415d3b9.jpg,25,11,7,46,0.6363636363636364,0.15217391304347827,0.6363636363636364,0.24561403505657128,0.023944031235887467,8767,79372
DSC04007_JPG.rf.9cbe44b54d9242dba9a272b55a094fb4.jpg,26,2,0,27,0.0,0.0,0.0,0.0,0.0,1898,50091
DSC04362_JPG.rf.f911d1c2b6e3c1863141e6d593869b06.jpg,27,22,15,126,0.6818181818181818,0.11904761904761904,0.6818181818181818,0.20270270267739224,0.01677016860449624,27246,110567
DSC04076_JPG.rf.5608e56fc94f040a6d88d9b3084a23b9.jpg,28,10,7,33,0.7,0.21212121212121213,0.7,0.32558139531314223,0.027451702390086773,11587,157777
IMG_2146_JPG.rf.da96063a1cefb965ed34cf0ded719fd5.jpg,29,5,3,23,0.6,0.13043478260869565,0.6,0.21428571425637752,0.01454722070069974,9343,307636
DSC04338_JPG.rf.39faaaf5f840dc026d3474fb54efba58.jpg,30,5,1,6,0.2,0.16666666666666666,0.2,0.18181818176859502,0.0002678755409025345,153,151625
IMG_4756_JPG.rf.1da3926f0d0618eea8b29e296e1966bb.jpg,31,11,7,42,0.6363636363636364,0.16666666666666666,0.6363636363636364,0.2641509433633321,0.03504401209828862,19597,140743
IMG_2394_JPG.rf.b8850145578c950114d8bef195a4ba74.jpg,32,42,37,85,0.8809523809523809,0.43529411764705883,0.8809523809523809,0.5826771653100626,0.01836943730889002,26385,31273
DSC04327_JPG.rf.02a40032e6c1b9a575c03a4a55403dbb.jpg,33,24,16,80,0.6666666666666666,0.2,0.6666666666666666,0.3076923076568047,0.021612774355944664,11085,68264
IMG_1703_jpg.rf.55e9ba0f66c82b03ee2971318dc7b3b9.jpg,34,6,5,10,0.8333333333333334,0.5,0.8333333333333334,0.6249999999531249,0.08602087523704316,4815,149178
IMG_1762_jpg.rf.9cd3a29cdcd76af2f35c6297a4a61811.jpg,35,10,9,62,0.9,0.14516129032258066,0.9,0.24999999997608024,0.0804958979365443,66152,372244
IMG_2145_JPG.rf.067fa8698f2f9931926ad50622aa9b48.jpg,36,4,3,10,0.75,0.3,0.75,0.4285714285306122,0.027415039969204233,2266,297379
DSC04211_JPG.rf.967767fe5c8a5713109a655a56b99009.jpg,37,27,18,66,0.6666666666666666,0.2727272727272727,0.6666666666666666,0.3870967741523413,0.01693886571453924,6726,101764
IMG_4709_JPG.rf.637e956c778a630c108a37c2234c31bc.jpg,38,2,1,24,0.5,0.041666666666666664,0.5,0.07692307690887575,0.019935389457989342,6630,90974
IMG_5025_JPG.rf.d01c200c03edec8630d726e35f71c691.jpg,39,19,11,90,0.5789473684210527,0.12222222222222222,0.5789473684210527,0.20183486235653567,0.029472058430010224,16895,116397
IMG_2114_JPG.rf.06dfd5d9b730c2ed8628d2c6769c34fe.jpg,40,6,2,21,0.3333333333333333,0.09523809523809523,0.3333333333333333,0.14814814811358024,0.02220163841519801,2497,81914
IMG_2165_JPG.rf.dc63319cd94573929d66fcddc33bcab9.jpg,41,12,6,20,0.5,0.3,0.5,0.37499999995312494,0.020580645282667308,8969,185723
IMG_4860_JPG.rf.a48861eed0a72a00146c1404e0f0cc89.jpg,42,2,2,8,1.0,0.25,1.0,0.399999999968,0.13757890194074024,3324,168728
IMG_2390_JPG.rf.e71e5a496373869e0bd827ab5b3724ba.jpg,43,13,8,50,0.6153846153846154,0.16,0.6153846153846154,0.25396825393550015,0.024066668039281074,11446,175643
IMG_4606_JPG.rf.a7fa290bed48312e54d03e0a35468d8a.jpg,44,4,2,19,0.5,0.10526315789473684,0.5,0.1739130434495274,0.0518801431745055,3159,7094
IMG_2119_JPG.rf.73eb86d68e8911735b40e25cde406ad2.jpg,45,4,4,34,1.0,0.11764705882352941,1.0,0.2105263157706371,0.02868545368162424,6567,76727
DSC04323_JPG.rf.8bb1530d2ce6a64d63af4b8e5d0d3183.jpg,46,33,21,65,0.6363636363636364,0.3230769230769231,0.6363636363636364,0.4285714285267597,0.016970520019188563,9820,62978
IMG_4713_JPG.rf.1324ce97f548311181a530b47d0d7f54.jpg,47,9,4,25,0.4444444444444444,0.16,0.4444444444444444,0.2352941176081315,0.011336183012593745,7092,114419
DSC04441_JPG.rf.11b244119718fde55b1c4ab7bdf40d81.jpg,48,45,14,42,0.3111111111111111,0.3333333333333333,0.3111111111111111,0.3218390804098296,0.0029450723593091805,26745,449564
DSC04397_JPG.rf.804d11da546b356933056422d013c7c0.jpg,49,40,28,206,0.7,0.13592233009708737,0.7,0.22764227639553178,0.012856704786957726,26463,150776
DSC04399_JPG.rf.0d0e5c42999f9cc09d1192124955ebee.jpg,50,43,33,192,0.7674418604651163,0.171875,0.7674418604651163,0.2808510637998877,0.009897627323431631,24770,146704
DSC04368_JPG.rf.5952ddb83c9fdf19b96759fb9429ac6e.jpg,51,19,17,90,0.8947368421052632,0.18888888888888888,0.8947368421052632,0.31192660547580175,0.013013278448672158,4232,12844
IMG_4991_JPG.rf.3a791a582bae0bbc903b0902f393b2a2.jpg,52,36,27,127,0.75,0.2125984251968504,0.75,0.3312883435238661,0.015441917616638733,24248,38593
IMG_4714_JPG.rf.2464917297d978cc1e737374ffd9e57f.jpg,53,10,3,34,0.3,0.08823529411764706,0.3,0.1363636363285124,0.015136997842007838,9580,100721
DSC04276_JPG.rf.6704d67b41571bc87972fbdace7af6be.jpg,54,9,1,11,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.09999999995049999,0.0050486493842280735,472,156094
DSC04310_JPG.rf.8fd4c5666cc18204739f32f00eba4b3b.jpg,55,7,4,25,0.5714285714285714,0.16,0.5714285714285714,0.2499999999658203,0.03650290590876796,5282,217454
IMG_4974_JPG.rf.39c816c26265036bb12c434de9902d25.jpg,56,1,1,3,1.0,0.3333333333333333,1.0,0.4999999999625,0.0003899552679411651,347,30225
DSC04011_JPG.rf.a719c404743d0503847d4a1466d4e91e.jpg,58,12,4,42,0.3333333333333333,0.09523809523809523,0.3333333333333333,0.14814814811358024,0.0049938741973762435,1744,48487
DSC04298_JPG.rf.526e7a016c17dbd4a45a7c85acb1e258.jpg,59,2,2,11,1.0,0.18181818181818182,1.0,0.3076923076662722,0.02497348974432511,3967,168783
DSC04299_JPG.rf.c90f88ce61e0a227eb07cbd298e21106.jpg,60,2,1,13,0.5,0.07692307692307693,0.5,0.13333333331022224,0.011654212349813408,3114,151534
IMG_5056_JPG.rf.7c2bfeb8c2e32a72eaab086a371064e0.jpg,61,22,13,138,0.5909090909090909,0.09420289855072464,0.5909090909090909,0.16249999997628126,0.013932284524619832,23777,128611
DSC04003_JPG.rf.af2eb3c1c67284afd53f8016a4c06025.jpg,62,8,3,17,0.375,0.17647058823529413,0.375,0.23999999995647997,0.027903271926163306,1663,34426
DSC04038_JPG.rf.eb8530722b8f8de57a817d21940d0fae.jpg,63,9,7,49,0.7777777777777778,0.14285714285714285,0.7777777777777778,0.24137931031860876,0.03451985745722883,10397,77868
IMG_4704_JPG.rf.a77b12dcc883fa952f09cb3ad40f5d15.jpg,64,2,2,21,1.0,0.09523809523809523,1.0,0.17391304346238182,0.05402181021540585,2615,73065
IMG_5020_JPG.rf.7d5566c9d2b4eeecc6ae41bf2a09af48.jpg,65,8,5,57,0.625,0.08771929824561403,0.625,0.15384615382456804,0.03263807261438864,11040,109494
IMG_5012_JPG.rf.d0de89b9ea9ecff89caf79d73a1d647d.jpg,66,38,21,122,0.5526315789473685,0.1721311475409836,0.5526315789473685,0.26249999996378126,0.016488988904198556,16860,165986
IMG_5036_JPG.rf.5f4d679d95ae246f77e157e4236b9865.jpg,67,16,11,80,0.6875,0.1375,0.6875,0.22916666663888893,0.008041837016240158,9259,79418
IMG_2059_JPG.rf.3e8aafb9b9985f43c981dfe103d24732.jpg,68,1,1,27,1.0,0.037037037037037035,1.0,0.07142857142168367,0.02709193966759535,1922,95478
IMG_2027_JPG.rf.321c41f4f6f3c6250ac2dc5b37c50aee.jpg,69,3,3,34,1.0,0.08823529411764706,1.0,0.16216216214726079,0.035107398009142844,6720,58133
IMG_4819_JPG.rf.d612ab0655dbffc1088b8780f1a6f495.jpg,70,17,15,47,0.8823529411764706,0.3191489361702128,0.8823529411764706,0.4687499999609863,0.034764790248755756,9652,23942
DSC04216_JPG.rf.2df278714e00c6aff0bd765d5fcb3739.jpg,71,26,18,53,0.6923076923076923,0.33962264150943394,0.6923076923076923,0.455696202487486,0.026465451446234783,9398,52614
DSC04208_JPG.rf.d4bf816afae65a9141db645a0ea7c60d.jpg,72,12,9,49,0.75,0.1836734693877551,0.75,0.29508196718151036,0.03689222535062857,7252,90991
DSC04213_JPG.rf.5b41d3987f7409ca4b4b3da9bc878f93.jpg,73,26,14,62,0.5384615384615384,0.22580645161290322,0.5384615384615384,0.3181818181401859,0.01908261875787246,7171,104338
IMG_2143_JPG.rf.2e4f56955d58af1c8e4220db05ad16b1.jpg,74,5,3,26,0.6,0.11538461538461539,0.6,0.19354838706971905,0.018821022436435682,10253,207212
DSC04080_JPG.rf.e9081627537d7feff052e59025c21d7b.jpg,75,33,24,69,0.7272727272727273,0.34782608695652173,0.7272727272727273,0.470588235250346,0.015845711688877454,38076,159435
IMG_4982_JPG.rf.47f4422b8bbbd76bd1f28861553b101f.jpg,76,10,10,42,1.0,0.23809523809523808,1.0,0.3846153845843195,0.03254409826306831,5126,95192
DSC04353_JPG.rf.a1fd2b5667a796e26bcef54f13a0ffa3.jpg,77,54,46,139,0.8518518518518519,0.33093525179856115,0.8518518518518519,0.47668393778353246,0.008472338489614574,24143,165333
DSC04375_JPG.rf.3b7f1ca7d6113e235cee348109400f19.jpg,78,26,13,64,0.5,0.203125,0.5,0.28888888884780245,0.005011831865485789,2982,86562
DSC04398_JPG.rf.590cbcdbf2df6ccd29109f441e04d4e1.jpg,79,22,19,207,0.8636363636363636,0.09178743961352658,0.8636363636363636,0.16593886461145288,0.01463893186768226,24826,150651
DSC04079_JPG.rf.c059af5ffae5aa912482e4bed48fb28a.jpg,80,39,21,70,0.5384615384615384,0.3,0.5384615384615384,0.3853211008714755,0.011076988244029225,14854,197880
IMG_2048_JPG.rf.65590e51e702f847dce783b41d6e43aa.jpg,81,5,2,24,0.4,0.08333333333333333,0.4,0.13793103445422117,0.05187561417840518,6501,91655
DSC04346_JPG.rf.e3342a2084576fe1ae0ee75dea0c6405.jpg,82,130,115,173,0.8846153846153846,0.6647398843930635,0.8846153846153846,0.7590759075417659,0.0038893600116438696,101060,109552
IMG_4926_JPG.rf.e7f317b697f5dde456c6322241522c73.jpg,83,2,2,20,1.0,0.1,1.0,0.18181818180165288,0.030266487033303136,5672,3442
IMG_4835_JPG.rf.330eee7fdb32cc15bc8e0abc05ae9a84.jpg,84,13,12,60,0.9230769230769231,0.2,0.9230769230769231,0.32876712325839746,0.037719269249817014,8264,8198
DSC04284_JPG.rf.94fab104046990dc5674daf2ac2bc316.jpg,85,3,2,10,0.6666666666666666,0.2,0.6666666666666666,0.3076923076568047,0.02544174698385383,2125,149666
IMG_2286_JPG.rf.4f049233414fefe7f04fae86a0b5a99c.jpg,86,17,14,69,0.8235294117647058,0.2028985507246377,0.8235294117647058,0.3255813953171174,0.026420243019705678,5607,28901
IMG_4605_JPG.rf.38d262bb04d4b7aa0aff5e1d7ce34c74.jpg,87,5,3,19,0.6,0.15789473684210525,0.6,0.2499999999670139,0.04664530503733654,3723,6072
IMG_4842_JPG.rf.6be76cbfd58b16860efa7366ceffab7f.jpg,88,1,1,16,1.0,0.0625,1.0,0.11764705881245674,0.023360874992569697,4074,133403
IMG_4771_JPG.rf.987b1e4646720bd48d1ed379b4d5473e.jpg,89,2,1,9,0.5,0.1111111111111111,0.5,0.18181818178842973,0.02796735550995084,1461,73762
IMG_2041_JPG.rf.02d8cad825ddbddeeba71787dcbefa4e.jpg,90,13,9,71,0.6923076923076923,0.1267605633802817,0.6923076923076923,0.21428571425955212,0.028811153629543083,30874,246764
IMG_4823_JPG.rf.af2d6e92fc54f7ed9313e6efc3dca996.jpg,91,18,17,54,0.9444444444444444,0.3148148148148148,0.9444444444444444,0.4722222221847222,0.03200034570500274,15047,14744
IMG_4683_JPG.rf.ec9d4aa857a11968eb110dcf6d32cebb.jpg,92,4,4,14,1.0,0.2857142857142857,1.0,0.44444444440987657,0.02988071196107621,3608,41635
DSC04231_JPG.rf.aba15d7b2562c4c378dfd6da77a034a8.jpg,93,24,18,69,0.75,0.2608695652173913,0.75,0.3870967741552549,0.017712429416142653,6847,40946
DSC04322_JPG.rf.0da5b4c1e581570b8ad56fb3ade2e74f.jpg,94,7,6,52,0.8571428571428571,0.11538461538461539,0.8571428571428571,0.20338983048756104,0.04096706369669583,9061,77293
DSC04102_JPG.rf.57fb039a7f93c026d40c6f36a85709fc.jpg,95,12,6,21,0.5,0.2857142857142857,0.5,0.3636363635900826,0.023621348108177703,1955,71054
DSC03921_JPG.rf.5fe97e14decc92bf595e6f7cc1005333.jpg,96,16,15,69,0.9375,0.21739130434782608,0.9375,0.35294117644002765,0.03194267726578869,9066,7799
DSC04307_JPG.rf.2018571579c845418ed7ae63029f0bf9.jpg,97,1,1,6,1.0,0.16666666666666666,1.0,0.2857142856897959,0.014336245243582185,3745,14154
IMG_4718_JPG.rf.dd9c13c69fdbae4050139be16f2edfff.jpg,98,4,2,16,0.5,0.125,0.5,0.199999999968,0.010632041436992149,3134,111995
IMG_5038_JPG.rf.d14563f48d52c85b855c2abbc32ef6fb.jpg,99,13,11,94,0.8461538461538461,0.11702127659574468,0.8461538461538461,0.20560747661416717,0.009919092994289657,10021,77319
IMG_2100_JPG.rf.0dc3d8a5e828f65633be0afb114726aa.jpg,100,3,2,14,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.23529411761799307,0.025587807796446708,2614,70077
IMG_4917_JPG.rf.7a15e15d28e2fde65ec147df4f046f2c.jpg,101,5,3,9,0.6,0.3333333333333333,0.6,0.42857142852551017,0.020123558056890346,7192,197157
DSC04032_JPG.rf.261332c38d4811756fc67b535d068bb9.jpg,102,20,10,43,0.5,0.23255813953488372,0.5,0.3174603174169816,0.012466809572652138,7099,96641
DSC04045_JPG.rf.b43fe4537445e1c87412ce5066316ca8.jpg,103,15,12,61,0.8,0.19672131147540983,0.8,0.3157894736525277,0.044928999778494134,18913,81260
DSC04328_JPG.rf.db9362a5e9137e4cd04dfdf1b6b1918b.jpg,104,27,16,75,0.5925925925925926,0.21333333333333335,0.5925925925925926,0.3137254901571511,0.01849375563453629,10256,72044
DSC04287_JPG.rf.ac683765b3769690a48b4979c36b440b.jpg,105,4,4,7,1.0,0.5714285714285714,1.0,0.7272727272264462,0.04749912452412117,4614,2057
IMG_5009_JPG.rf.a5c67d741d8ca6a481a3b50e45a1f907.jpg,106,34,15,55,0.4411764705882353,0.2727272727272727,0.4411764705882353,0.33707865163817696,0.01847171052779011,12866,221938
IMG_4878_JPG.rf.d9539f79b16ec45632d01d3c91636aee.jpg,107,15,12,60,0.8,0.2,0.8,0.31999999996800005,0.028639302234009553,3853,39276
IMG_2393_JPG.rf.a37b39626e816ba8d9abc2eb1807e708.jpg,108,25,21,44,0.84,0.4772727272727273,0.84,0.6086956521277043,0.031023633328335114,21713,23614
IMG_2458_JPG.rf.e81b253e354a157e5d19229e6c588b18.jpg,109,7,4,46,0.5714285714285714,0.08695652173913043,0.5714285714285714,0.1509433962034888,0.01203758142815462,4239,35856
IMG_4821_JPG.rf.2d99c7e619b6268e36f655aab8c9fc81.jpg,110,19,19,53,1.0,0.3584905660377358,1.0,0.5277777777389274,0.030607829187201424,16865,10666
IMG_2053_JPG.rf.c6bd78527d64cd62f28c19835e80beb7.jpg,111,7,7,42,1.0,0.16666666666666666,1.0,0.2857142856897959,0.0889517013484579,16662,25841
IMG_2299_JPG.rf.b19a9c6c0e8888cd4188f088c9640ccb.jpg,112,5,2,29,0.4,0.06896551724137931,0.4,0.1176470587984429,0.0375376397018255,2347,16410
IMG_4888_JPG.rf.e6e7541edaa054a86600cce6d3739a66.jpg,113,6,4,48,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.14814814812839505,0.024039706443671604,9870,89446
IMG_2142_JPG.rf.76eec6419885bd23ec3145f0b6f5bb39.jpg,114,9,4,20,0.4444444444444444,0.2,0.4444444444444444,0.2758620689227111,0.01625785296959103,10430,207110
DSC04103_JPG.rf.ebd16e1da455820d232e0ac8d72a60f0.jpg,115,18,10,24,0.5555555555555556,0.4166666666666667,0.5555555555555556,0.4761904761414966,0.027126188680912253,2098,73842
IMG_4708_JPG.rf.20b3db4296ddc873e6a15fd26acec355.jpg,116,5,4,14,0.8,0.2857142857142857,0.8,0.42105263154016614,0.02249666482380539,2438,99481
IMG_2431_JPG.rf.6b98d4a0758a662a9353ade2db25606c.jpg,117,11,11,54,1.0,0.2037037037037037,1.0,0.3384615384334201,0.030366767860158284,9789,23511
IMG_2505_JPG.rf.e9d3b594fbc147ce6c6befd09a53a7cc.jpg,118,17,10,22,0.5882352941176471,0.45454545454545453,0.5882352941176471,0.5128205127713347,0.03164042680182336,4365,145760
IMG_2315_JPG.rf.6ec238da14586e0edd0ebebdb5d82613.jpg,119,3,3,29,1.0,0.10344827586206896,1.0,0.18749999998300781,0.12780593257566683,8814,7756
IMG_4754_JPG.rf.b83238df2b2816359b98ad03f50d79ce.jpg,120,14,7,49,0.5,0.14285714285714285,0.5,0.22222222218765433,0.024703821235869977,21075,131930
IMG_5016_JPG.rf.dcd0e5e60b796818de9efd84a98724ec.jpg,121,30,18,98,0.6,0.1836734693877551,0.6,0.2812499999641114,0.013993278195786057,12936,104056
IMG_4855_JPG.rf.27a248dbb4f67581ff35269df1789858.jpg,122,2,2,9,1.0,0.2222222222222222,1.0,0.3636363636066115,0.13676775867137042,3722,162539
IMG_4889_JPG.rf.90e57b1742bf91a0db2105e7eb1c8bb9.jpg,123,6,2,37,0.3333333333333333,0.05405405405405406,0.3333333333333333,0.09302325578994051,0.006451159880109763,3859,110698
DSC04183_JPG.rf.4da97c15426bb2151be8778a16934f6c.jpg,124,5,3,10,0.6,0.3,0.6,0.3999999999555556,0.04909582149874188,2225,198247
DSC04033_JPG.rf.4a02a53ccb2d2fa83e7a515607cc5a9f.jpg,125,24,14,105,0.5833333333333334,0.13333333333333333,0.5833333333333334,0.21705426353560484,0.01743100213827636,10422,69015
DSC04370_JPG.rf.b1044c98d7612efcf6a88ae006cf5242.jpg,126,25,17,79,0.68,0.21518987341772153,0.68,0.326923076886557,0.011609734739407953,3517,16417
DSC04010_JPG.rf.521543bb72f87155d33fcf3b8f8428eb.jpg,127,9,7,37,0.7777777777777778,0.1891891891891892,0.7777777777777778,0.30434782605548205,0.020071131480452573,1763,44587
DSC04075_JPG.rf.3364e7a98701b9771b7cd63313dea959.jpg,128,24,8,36,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2666666666186666,0.01108280412810294,12745,173209
IMG_4726_JPG.rf.72334571a6b2100016e530b5c2600321.jpg,129,11,9,53,0.8181818181818182,0.16981132075471697,0.8181818181818182,0.2812499999715332,0.04557556131115889,19255,97350
DSC04291_JPG.rf.b8570a0320facbbb7722a0b5f8287917.jpg,130,2,2,4,1.0,0.5,1.0,0.6666666666222222,0.017584321452823678,1228,1764
IMG_2101_JPG.rf.4043dc3ec7eafec820cf2d4060cf79f9.jpg,131,3,2,17,0.6666666666666666,0.11764705882352941,0.6666666666666666,0.1999999999745,0.026636125327614658,3541,66361
IMG_4830_JPG.rf.58599425af00686fb7eee2fcb3e17531.jpg,132,5,5,16,1.0,0.3125,1.0,0.476190476154195,0.08828478267108356,7510,6272
IMG_2043_JPG.rf.0cfb83fdfc9647abb6770a865b366b9f.jpg,133,9,1,19,0.1111111111111111,0.05263157894736842,0.1111111111111111,0.07142857138494897,0.02520633504349766,2644,90577
IMG_4875_JPG.rf.35f5057e3319d08f78c9dc1c7116085e.jpg,134,22,19,79,0.8636363636363636,0.24050632911392406,0.8636363636363636,0.3762376237283011,0.01666381292299658,6826,35260
DSC04205_JPG.rf.3191c524acb1607691c12ea257e467ef.jpg,135,14,6,27,0.42857142857142855,0.2222222222222222,0.42857142857142855,0.2926829267842951,0.020665852955215808,1366,37600
IMG_5007_JPG.rf.165fb7877e0f0a21aa9e986869368036.jpg,136,37,24,92,0.6486486486486487,0.2608695652173913,0.6486486486486487,0.37209302321490295,0.016251132246738687,15051,200124
