pixel_accuracy,pixel_precision,pixel_recall,pixel_f1,pixel_iou,gt_pixels,pred_pixels,bbox_precision,bbox_recall,bbox_f1,gt_boxes,pred_boxes,matched_boxes,false_positives,false_negatives,filename
0.94703125,0.07782230205886417,0.8413504631012847,0.14246686228877872,0.07669680793114718,3347,36185,0.16326530612244897,0.5714285714285714,0.25396825393368605,14,49,8,41,6,IMG_4711.JPG
0.9528453125,0.0722574655732632,0.9214680347277032,0.13400671468334815,0.07181521805991266,2534,32315,0.06521739130434782,0.5,0.11538461536420119,6,46,3,43,3,IMG_4705.JPG
0.9105375,0.0,0.0,0.0,0.0,0,57256,0.0,0.0,0.0,0,12,0,12,0,IMG_4739.JPG
0.93721875,0.057480147098012045,0.30955797933409873,0.09695689306423338,0.05094834305690058,6968,37526,0.043478260869565216,0.08333333333333333,0.0571428570977959,24,46,2,44,22,DSC04362.JPG
0.920025,0.04994289274218669,0.05731421535528459,0.05337525429998151,0.02741938548653733,25177,28893,0.05555555555555555,0.038461538461538464,0.04545454540619835,26,18,1,17,25,IMG_4936.JPG
0.94366875,0.1138457260054924,0.23671846765449947,0.15374865029810808,0.08327612073130419,13835,28767,0.041666666666666664,0.05,0.04545454540495868,20,24,1,23,19,IMG_4922.JPG
0.9768734375,0.26656200941915226,0.14356979792001354,0.1866241688190361,0.10291532820170919,11827,6370,0.14285714285714285,0.1,0.1176470587750865,20,14,2,12,18,DSC04376.JPG
0.9904546875,0.07232346241457858,0.23767935121646913,0.1109008877892592,0.05870570107858243,1603,5268,0.0,0.0,0.0,4,20,0,20,4,DSC04148.JPG
0.976459375,0.04054745459196726,0.9083094555873925,0.07762948451083629,0.04038216560509554,698,15636,0.02857142857142857,0.5,0.054054054043827605,2,35,1,34,1,DSC04160.JPG
0.8596328125,0.0019694506148808023,0.06045694200351494,0.00381463533638652,0.001910962480695946,2845,87334,0.0,0.0,0.0,1,27,0,27,1,DSC04162.JPG
0.930759375,0.23396121498575104,0.9832043230611947,0.37797928188428176,0.23302987296202707,13694,57548,0.058823529411764705,0.25,0.09523809520725623,4,17,1,16,3,IMG_2148.JPG
0.989796875,0.0005598059339428998,0.002548853016142736,0.0009179926560587516,0.00045920710240318386,1177,5359,0.0,0.0,0.0,4,17,0,17,4,IMG_2160.JPG
0.9887890625,0.0,0.0,0.0,0.0,479,6696,0.0,0.0,0.0,2,6,0,6,2,DSC04189.JPG
0.9057703125,0.05754387350218134,0.1883074935400517,0.0881503545670351,0.04610736768846288,15480,50657,0.07142857142857142,0.07142857142857142,0.07142857137857142,28,28,2,26,26,IMG_4934.JPG
0.91653125,0.054346986089644514,0.3860828987098545,0.09528164481929344,0.050024007255526116,7286,51760,0.14285714285714285,0.30434782608695654,0.1944444444009645,23,49,7,42,16,DSC04360.JPG
0.8619328125,0.05029060381013884,0.17377155873739017,0.07800582226442263,0.040585878546378434,21511,74328,0.05263157894736842,0.0625,0.05714285709322449,16,19,1,18,15,IMG_4920.JPG
0.946909375,0.07066059908986348,0.08407211281013863,0.07678513205086404,0.039925404763923034,16807,19997,0.047619047619047616,0.034482758620689655,0.03999999995128,29,21,1,20,28,IMG_2389.JPG
0.883278125,0.03307981306698433,0.7509658246656761,0.06336827323336175,0.03272086910357508,3365,76391,0.05102040816326531,0.5555555555555556,0.09345794390982619,9,98,5,93,4,DSC04412.JPG
0.9777984375,0.4355708441799926,0.3653591203306559,0.3973875058314602,0.24796231607917857,12823,10756,0.625,0.3333333333333333,0.43478260865028356,30,16,10,7,20,IMG_4908.JPG
0.9671609375,0.11189993238674781,0.9996224990562477,0.20126933454946225,0.11189520388759772,2649,23664,0.17142857142857143,0.8571428571428571,0.2857142856865079,7,35,6,29,1,IMG_2438.JPG
0.949709375,0.3740164732507039,0.6285878554685772,0.46898303966211313,0.3063212569236406,22611,38001,0.2727272727272727,0.3,0.28571428566439905,30,33,9,24,21,IMG_4713.JPG
0.9829609375,0.04914735461303017,0.9461279461279462,0.0934408512760828,0.04901020319176768,594,11435,0.045454545454545456,0.3333333333333333,0.07999999997888001,3,22,1,21,2,IMG_2376.JPG
0.9523984375,0.09842267248012311,0.5671531498244966,0.16773664799890725,0.0915461458178023,5413,31192,0.16666666666666666,0.5,0.2499999999625,10,30,5,25,5,IMG_4707.JPG
0.9561375,0.03443432194887025,0.17614452884417983,0.05760709010339734,0.029657794676806085,4871,24917,0.0,0.0,0.0,2,15,0,15,2,IMG_4840.JPG
0.938259375,0.0802019613554714,0.18256833419288293,0.11144591859680683,0.059011240236235475,13573,30897,0.05714285714285714,0.2,0.08888888885432097,10,35,2,33,8,IMG_4698.JPG
0.9591984375,0.049797868430724,0.1664363580531245,0.07665924118666242,0.03985733720630952,6513,21768,0.10204081632653061,0.2631578947368421,0.1470588234891436,19,49,5,44,14,DSC04214.JPG
0.96418125,0.002536104262064107,0.004090444267696853,0.0031309793007479564,0.0015679442508710801,8801,14195,0.0,0.0,0.0,4,37,0,37,4,DSC04200.JPG
0.9071625,0.013488499640078155,0.2976550680786687,0.025807509427775044,0.01307243825058552,2644,58346,0.0,0.0,0.0,2,22,0,22,2,IMG_4854.JPG
0.977946875,0.25048889911422983,0.8008458992276573,0.3816158429723098,0.23580053061887488,5438,17386,0.17073170731707318,0.5384615384615384,0.2592592592227023,13,41,7,34,6,DSC04228.JPG
0.930459375,0.02431886279701763,0.011311703886169902,0.01544111140607026,0.007780626463047598,30853,14351,0.0,0.0,0.0,6,46,0,46,6,IMG_4868.JPG
0.951271875,0.0896797590509558,0.08180543874404261,0.08556181093126906,0.04469290856180119,17835,16269,0.10714285714285714,0.10714285714285714,0.10714285709285713,28,28,3,25,25,IMG_4883.JPG
0.9595453125,0.00709574255446732,0.023040726918708423,0.010850047755491882,0.005454615295970499,6163,20012,0.0,0.0,0.0,6,18,0,18,6,IMG_4897.JPG
0.90368125,0.0,0.0,0.0,0.0,0,61644,0.0,0.0,0.0,0,39,0,39,0,IMG_4667.JPG
0.96295625,0.27945655521713836,0.7547832516868472,0.4078921078921079,0.25619627282424545,10819,29221,0.16393442622950818,0.5882352941176471,0.256410256376167,17,61,10,51,7,DSC04016.JPG
0.985428125,0.1844240699757614,0.5244231345519929,0.2728832059878372,0.15799927771758757,3337,9489,0.2,0.3333333333333333,0.249999999953125,12,20,4,16,8,DSC04002.JPG
0.934728125,0.0,0.0,0.0,0.0,0,41774,0.0,0.0,0.0,0,34,0,34,0,DSC03989.JPG
0.9621578125,0.24474795677691843,0.29922210300429186,0.26925746009715473,0.15557337610264635,14912,18231,0.19230769230769232,0.15625,0.17241379305398336,32,26,5,21,27,IMG_5021.JPG
0.9907984375,0.0,0.0,0.0,0.0,0,5889,0.0,0.0,0.0,0,18,0,18,0,DSC03962.JPG
0.9844734375,0.008985398727068513,0.03481624758220503,0.014284297192738816,0.00719352582675592,2068,8013,0.0,0.0,0.0,3,15,0,15,3,IMG_2028.JPG
0.976590625,0.0,0.0,0.0,0.0,0,14982,0.0,0.0,0.0,0,23,0,23,0,DSC03976.JPG
0.985921875,0.4911320080942745,0.9471992653810836,0.6468605471505839,0.4780442590661569,8712,16802,0.15789473684210525,0.3333333333333333,0.21428571424209183,9,19,3,16,6,IMG_2014.JPG
0.9426140625,0.11319440990699756,0.8103970090795799,0.19864283999912724,0.1102739891954747,5617,40214,0.0851063829787234,0.4,0.14035087716405048,10,47,4,43,6,IMG_2000.JPG
0.92675,0.20316704616021528,0.5392857142857143,0.2951435874304616,0.17311932269159538,18200,48310,0.2,0.34285714285714286,0.252631578900831,35,60,12,48,23,IMG_5009.JPG
0.917953125,0.03596986817325801,0.5913312693498453,0.06781466358956151,0.03509739066519662,3230,53100,0.014285714285714285,1.0,0.028169014081729817,1,70,1,69,0,IMG_5008.JPG
0.9855390625,0.5390888140400638,0.8624503686897335,0.6634667830260718,0.49640874959190334,10578,16923,0.35294117647058826,0.5454545454545454,0.42857142852372443,11,17,6,11,5,IMG_2015.JPG
0.9714078125,0.0,0.0,0.0,0.0,0,18299,0.0,0.0,0.0,0,39,0,39,0,DSC03977.JPG
0.9919125,0.0,0.0,0.0,0.0,0,5176,0.0,0.0,0.0,0,16,0,16,0,DSC03963.JPG
0.964009375,0.24002662979464331,0.36386926480863285,0.2892495680078993,0.1690775946033693,12881,19527,0.17391304347826086,0.17391304347826086,0.17391304342826086,23,23,4,19,19,IMG_5020.JPG
0.9624875,0.18370484242890084,0.7463197026022305,0.29483639781472126,0.17290798222344714,6725,27321,0.1875,0.2,0.19354838704682625,15,16,3,13,12,IMG_2029.JPG
0.8891640625,0.0,0.0,0.0,0.0,0,70935,0.0,0.0,0.0,0,35,0,35,0,DSC03988.JPG
0.9838546875,0.2033467671280883,0.6517832069643359,0.30998330550918196,0.1834202623676308,3561,11414,0.20833333333333334,0.38461538461538464,0.2702702702246896,13,24,5,19,8,DSC04003.JPG
0.9633734375,0.28664001102991865,0.7518307567127747,0.41504254735108426,0.2618635261517146,11061,29012,0.13846153846153847,0.4090909090909091,0.20689655168635224,22,65,9,56,13,DSC04017.JPG
0.97935625,0.5896775775407626,0.32776831345826235,0.4213384723195515,0.2668960159804683,14675,8157,0.4666666666666667,0.1891891891891892,0.26923076918971894,37,15,7,8,30,IMG_2203.JPG
0.930853125,0.0,0.0,0.0,0.0,0,44254,0.0,0.0,0.0,0,48,0,48,0,IMG_4666.JPG
0.9468421875,0.012216475953903164,0.029809220985691574,0.017330521937552353,0.008741004049998544,10064,24557,0.0,0.0,0.0,22,27,0,27,22,IMG_4896.JPG
0.947253125,0.024308720753570344,0.022095785228967574,0.023149487817582037,0.01171028748755782,18103,16455,0.029411764705882353,0.04,0.03389830503590923,25,34,1,33,24,IMG_4882.JPG
0.9301515625,0.024910047052311098,0.011623777081786187,0.015851000594412523,0.00798881565807869,30971,14452,0.02127659574468085,0.16666666666666666,0.03773584903652545,6,47,1,46,5,IMG_4869.JPG
0.977475,0.23157711500522224,0.77285050348567,0.3563711045629074,0.21681968816211225,5164,17234,0.20512820512820512,0.6153846153846154,0.3076923076548077,13,39,8,31,5,DSC04229.JPG
0.959765625,0.008525668351501127,0.014569674263711105,0.010756819054936612,0.005407493240633449,9609,16421,0.025,0.25,0.045454545438016525,4,40,1,39,3,DSC04201.JPG
0.902953125,0.012846772739934783,0.2957374575631837,0.024623888941235593,0.012465418004897129,2651,61027,0.0,0.0,0.0,2,22,0,22,2,IMG_4855.JPG
0.95265,0.08181911508058722,0.1137758743754461,0.09518691030693897,0.04997178506489435,14010,19482,0.041666666666666664,0.09090909090909091,0.057142857099755105,11,24,1,23,10,IMG_4699.JPG
0.946478125,0.060333991739989226,0.41379310344827586,0.10531264692054537,0.055583126550868486,4872,33414,0.06666666666666667,0.5,0.11764705880276817,2,15,1,14,1,IMG_4841.JPG
0.950503125,0.08404969472373257,0.6448380330925192,0.14871546812856068,0.0803309624038322,4291,32921,0.04,0.25,0.0689655172175981,8,50,2,48,6,DSC04215.JPG
0.9561375,0.05711775043936731,0.9066523605150214,0.10746534401627877,0.05678381829178147,1864,29588,0.05128205128205128,0.3333333333333333,0.08888888886577777,6,39,2,37,4,IMG_4706.JPG
0.9482546875,0.08052413165823433,0.7867259094695918,0.1460949385039837,0.07880389429763561,3601,35182,0.10204081632653061,0.38461538461538464,0.16129032254750258,13,49,5,44,8,IMG_4712.JPG
0.9971234375,0.613941018766756,0.2277473893585281,0.33224519405150527,0.19921705089169203,2011,746,0.0,0.0,0.0,8,1,0,1,8,IMG_2405.JPG
0.9064828125,0.0747802918837237,0.2202119562035248,0.11164709898624078,0.05912406464189147,17079,50294,0.10810810810810811,0.2222222222222222,0.1454545454105124,18,37,4,33,14,IMG_4909.JPG
0.9609328125,0.1081759502749223,0.15221596165166934,0.12647171854802083,0.06750456867937195,11891,16732,0.06666666666666667,0.05555555555555555,0.06060606055647383,18,15,1,14,17,DSC04375.JPG
0.882721875,0.036877681008709216,0.7461862177801157,0.07028192042808304,0.03642082290262533,3802,76930,0.05,0.5,0.09090909089256198,10,100,5,95,5,DSC04413.JPG
0.9389703125,0.07615916258471449,0.16457623432175741,0.10413082868873139,0.05492511311669772,13793,29806,0.08695652173913043,0.125,0.10256410251571334,16,23,2,21,14,IMG_4921.JPG
0.8893828125,0.11163491634143514,0.18886673422024647,0.14032616483102817,0.07545740665769919,30593,51758,0.0625,0.06896551724137931,0.06557377044192421,29,32,2,30,27,IMG_4935.JPG
0.9222421875,0.05272140701425747,0.37326849395814915,0.0923929893673287,0.04843397453057478,6786,48045,0.15217391304347827,0.30434782608695654,0.20289855068019325,23,46,7,39,16,DSC04361.JPG
0.9942328125,0.0,0.0,0.0,0.0,443,3248,0.0,0.0,0.0,2,5,0,5,2,DSC04188.JPG
0.98716875,0.09202104963732044,0.26141414141414143,0.1361245529139491,0.07303307371035106,2475,7031,0.07142857142857142,0.25,0.11111111107654321,4,14,1,13,3,IMG_2161.JPG
0.9472296875,0.29348578574778356,0.8601911244927346,0.4376508983132691,0.2801236278375786,15278,44779,0.08695652173913043,0.5,0.1481481481229081,4,23,2,21,2,IMG_2149.JPG
0.9462234375,0.001340268691961579,0.01327433628318584,0.0024347120373322513,0.0012188397806088395,3164,31337,0.0,0.0,0.0,6,27,0,27,6,DSC04177.JPG
0.8649796875,0.023790433428021625,0.6365307998774135,0.045866596000750826,0.023471578709458697,3263,87304,0.03125,1.0,0.060606060600183656,1,32,1,31,0,DSC04163.JPG
0.9892515625,0.0,0.0,0.0,0.0,3127,3752,0.0,0.0,0.0,1,5,0,5,1,DSC04138.JPG
0.9794328125,0.0,0.0,0.0,0.0,0,13163,0.0,0.0,0.0,0,18,0,18,0,DSC04104.JPG
0.9993390625,0.13812154696132597,0.3105590062111801,0.19120458891013384,0.10570824524312897,161,362,0.0,0.0,0.0,0,1,0,1,0,IMG_4588.JPG
0.9756765625,0.0,0.0,0.0,0.0,2,15565,0.0,0.0,0.0,0,13,0,13,0,DSC04110.JPG
0.983084375,0.0069193742478941035,0.06955645161290322,0.012586647209047792,0.006333180357962368,992,9972,0.07142857142857142,0.25,0.11111111107654321,4,14,1,13,3,IMG_2112.JPG
0.9884203125,0.015116811726981219,0.006233471854930109,0.008827069680353083,0.004433100483610962,5294,2183,0.0,0.0,0.0,8,2,0,2,8,IMG_4952.JPG
0.982990625,0.0,0.0,0.0,0.0,2419,8467,0.0,0.0,0.0,1,8,0,8,1,DSC04306.JPG
0.9740140625,0.1123928806855636,0.8122270742358079,0.19746175746754813,0.1095465010440649,2519,18204,0.09090909090909091,0.3333333333333333,0.1428571428234694,6,22,2,20,4,IMG_2489.JPG
0.946375,0.036227854135218875,0.08313582497721057,0.05046480743691899,0.025885558583106268,10970,25174,0.0,0.0,0.0,15,31,0,31,15,DSC04312.JPG
0.90896875,0.07001984174416102,0.13142190514649796,0.09136279983779906,0.04786808086420762,22287,41831,0.08695652173913043,0.08695652173913043,0.08695652168913043,23,23,2,21,21,IMG_4946.JPG
0.9765203125,0.0,0.0,0.0,0.0,6744,8283,0.0,0.0,0.0,19,13,0,13,19,IMG_4775.JPG
0.988490625,0.051047120418848166,0.072,0.059739596630074034,0.030789473684210526,3250,4584,0.0,0.0,0.0,4,13,0,13,4,IMG_4761.JPG
0.9600609375,0.2998724440493216,0.5101933447323425,0.3777296297197945,0.23284012125213843,15206,25871,0.3409090909090909,0.5357142857142857,0.41666666661913576,28,44,15,29,13,IMG_4991.JPG
0.9867765625,0.13189017951425555,0.8376928236083165,0.22789891433263387,0.12860378912685339,1491,9470,0.043478260869565216,1.0,0.08333333332534722,1,23,1,22,0,IMG_4749.JPG
0.9602359375,0.11188056990406993,0.1674027518260574,0.13412269061957743,0.07188183807439825,11774,17617,0.05714285714285714,0.2222222222222222,0.09090909087654957,9,35,2,33,7,IMG_4985.JPG
0.8931203125,0.14243017256715887,0.2838503811380961,0.18968192856719776,0.1047782329306757,28205,56210,0.07142857142857142,0.08333333333333333,0.07692307687337277,24,28,2,26,22,DSC04272.JPG
0.859396875,0.13673929376408714,0.3260559317401998,0.1926755306741311,0.10660815694372741,32933,78529,0.03333333333333333,0.04,0.03636363631404959,25,30,1,29,24,DSC04266.JPG
0.987296875,0.23134044173648133,0.9774738535800482,0.3741339491916859,0.23011363636363635,2486,10504,0.06666666666666667,0.25,0.10526315786149584,4,15,1,14,3,IMG_4832.JPG
0.9459703125,0.14750413713043692,0.9893969516235918,0.2567332287255766,0.14727133732830264,6036,40487,0.16,1.0,0.27586206894173604,8,50,8,42,0,IMG_2270.JPG
0.8831078125,0.006550971152741065,0.07457072771872444,0.012043896834515273,0.006058431982143569,6115,69608,0.0,0.0,0.0,3,26,0,26,3,DSC04299.JPG
0.983259375,0.0,0.0,0.0,0.0,0,10714,0.0,0.0,0.0,0,42,0,42,0,IMG_2264.JPG
0.961553125,0.0,0.0,0.0,0.0,0,24606,0.0,0.0,0.0,0,54,0,54,0,IMG_4629.JPG
0.9256984375,0.0,0.0,0.0,0.0,0,47553,0.0,0.0,0.0,0,31,0,31,0,DSC04058.JPG
0.9814578125,0.12276902397132403,0.9319727891156463,0.21695809963708348,0.12167863222559396,1764,13391,0.03333333333333333,1.0,0.06451612902601456,1,30,1,29,0,DSC04070.JPG
0.99174375,0.0,0.0,0.0,0.0,11,5273,0.0,0.0,0.0,0,8,0,8,0,DSC04064.JPG
0.9685640625,0.2102710413694722,0.8741104710267706,0.338995301770871,0.2040905134899913,5902,24535,0.08433734939759036,0.7777777777777778,0.152173913025827,9,83,7,76,2,DSC03938.JPG
0.969909375,0.0,0.0,0.0,0.0,6016,13242,0.0,0.0,0.0,11,16,0,16,11,IMG_5052.JPG
0.98288125,0.056160150476958215,0.09611404920671418,0.0708955223880597,0.0367504835589942,4349,7443,0.0,0.0,0.0,12,12,0,12,12,IMG_2098.JPG
0.9859734375,0.21352569882777278,0.9027830728173847,0.34536571136877414,0.20872631115028648,2623,11090,0.13043478260869565,1.0,0.23076923074881658,3,23,3,20,0,DSC04065.JPG
0.9810796875,0.11197454114860865,0.9322242760320394,0.19993392798149984,0.11107032741154016,1623,13512,0.03571428571428571,1.0,0.06896551723472057,1,28,1,27,0,DSC04071.JPG
0.9661421875,0.0,0.0,0.0,0.0,0,21669,0.0,0.0,0.0,0,17,0,17,0,DSC04059.JPG
0.993234375,0.13057517658930373,0.9671150971599403,0.23008534850640114,0.12999799075748442,669,4955,0.08695652173913043,0.6666666666666666,0.15384615382573963,3,23,2,21,1,IMG_2259.JPG
0.962921875,0.0,0.0,0.0,0.0,0,23730,0.0,0.0,0.0,0,58,0,58,0,IMG_4628.JPG
0.8860640625,0.0031786954165262866,0.042666142351553284,0.005916595094951809,0.0029670750382848393,5086,68267,0.0,0.0,0.0,3,20,0,20,3,DSC04298.JPG
0.979828125,0.0,0.0,0.0,0.0,0,12910,0.0,0.0,0.0,0,51,0,51,0,IMG_2265.JPG
0.9672703125,0.017179872324446115,0.976,0.03376539508279902,0.017172617651198797,375,21304,0.014705882352941176,1.0,0.02898550724352027,1,68,1,67,0,IMG_2271.JPG
0.895921875,0.15400907715582451,0.15595159066537304,0.15497424707583793,0.08399570945295526,39166,39660,0.0,0.0,0.0,27,27,0,27,27,DSC04267.JPG
0.9856578125,0.10588696248408268,0.9549469964664311,0.19063574640684244,0.10536062378167642,1132,10209,0.02857142857142857,0.5,0.054054054043827605,2,35,1,34,1,IMG_4833.JPG
0.9102859375,0.1560469876301504,0.2647092123636638,0.19634684022674784,0.10886064161661312,26497,44948,0.13043478260869565,0.13636363636363635,0.133333333283358,22,23,3,21,19,DSC04273.JPG
0.957796875,0.10155284509161248,0.15518515477461203,0.1227671321857746,0.06539792387543253,12179,18611,0.09090909090909091,0.42857142857142855,0.149999999971125,7,33,3,30,4,IMG_4984.JPG
0.9874984375,0.0,0.0,0.0,0.0,1437,6564,0.0,0.0,0.0,1,17,0,17,1,IMG_4748.JPG
0.9643953125,0.3216999834792665,0.5503426835299936,0.4060471784178287,0.25474228152799583,14153,24212,0.375,0.625,0.468749999953125,24,40,15,25,9,IMG_4990.JPG
0.9888546875,0.0670020580836954,0.08756724447101016,0.07591656950382174,0.039455965526528414,3346,4373,0.07692307692307693,0.25,0.11764705878754325,4,13,1,12,3,IMG_4760.JPG
0.9746375,0.05298793052693553,0.0758320460609465,0.062384473197781884,0.03219651800620081,7121,10191,0.07692307692307693,0.058823529411764705,0.06666666661755555,17,13,1,12,16,IMG_4774.JPG
0.9271671875,0.026131811159697312,0.09579573814551737,0.04106235470797589,0.020961542500682617,10418,38191,0.029411764705882353,0.05263157894736842,0.03773584901060876,19,34,1,33,18,DSC04313.JPG
0.8716171875,0.0018390347552716924,0.07459677419354839,0.0035895756781993914,0.001798014894366625,1984,80477,0.0,0.0,0.0,5,35,0,35,5,IMG_4947.JPG
0.9883484375,0.12005108556832694,0.07405948394721291,0.09160677305396515,0.04800204264011235,5077,3132,0.25,0.125,0.1666666666222222,8,4,1,3,7,IMG_4953.JPG
0.995109375,0.778169014084507,0.1282646546720836,0.22022919780767314,0.12374020156774916,3446,568,1.0,0.125,0.22222222220246912,8,1,1,0,7,DSC04307.JPG
0.9794828125,0.013157894736842105,0.09829867674858223,0.023209105110466415,0.011740799277489276,1587,11856,0.07142857142857142,0.14285714285714285,0.09523809519365078,7,14,1,13,6,IMG_2113.JPG
0.9879578125,0.0,0.0,0.0,0.0,279,7428,0.0,0.0,0.0,2,9,0,9,2,IMG_2107.JPG
0.95236875,0.0,0.0,0.0,0.0,1,30483,0.0,0.0,0.0,0,17,0,17,0,DSC04111.JPG
0.88666875,6.896266361391943e-05,0.1282051282051282,0.00013785117587053017,6.89303389994072e-05,39,72503,0.0,0.0,0.0,0,23,0,23,0,DSC04105.JPG
0.999415625,0.27405857740585776,0.8291139240506329,0.4119496855345912,0.2594059405940594,158,478,0.0,0.0,0.0,0,2,0,2,0,IMG_4589.JPG
0.9548203125,0.0,0.0,0.0,0.0,0,28915,0.0,0.0,0.0,0,18,0,18,0,DSC04113.JPG
0.918475,5.7496598117944685e-05,0.6,0.00011498217776244682,5.749439429655609e-05,5,52177,0.0,0.0,0.0,0,21,0,21,0,DSC04107.JPG
0.97246875,0.0,0.0,0.0,0.0,11494,6126,0.0,0.0,0.0,13,9,0,9,13,IMG_2139.JPG
0.9242640625,0.0,0.0,0.0,0.0,2308,46163,0.0,0.0,0.0,2,16,0,16,2,IMG_4979.JPG
0.893946875,0.102448912507533,0.23053215533182658,0.1418565251472931,0.0763431495291492,24335,54759,0.13043478260869565,0.125,0.1276595744181077,24,23,3,20,21,IMG_4945.JPG
0.8863484375,0.011074577791062622,0.10138185798330825,0.019967932739594983,0.010084651188110727,7309,66910,0.0,0.0,0.0,13,31,0,31,13,DSC04311.JPG
0.98605625,0.0,0.0,0.0,0.0,2394,6530,0.0,0.0,0.0,1,3,0,3,1,DSC04305.JPG
0.9478734375,0.0,0.0,0.0,0.0,1787,31574,0.0,0.0,0.0,3,23,0,23,3,IMG_4951.JPG
0.967753125,0.342485549132948,0.10034931724356938,0.15521899304134262,0.08413952249933435,18894,5536,0.0,0.0,0.0,8,12,0,12,8,IMG_4762.JPG
0.9724125,0.09074522325796983,0.9994327850255247,0.1663833805476865,0.09074055000514986,1763,19417,0.0,0.0,0.0,2,12,0,12,2,IMG_2475.JPG
0.9688,0.16589155480393192,0.428590933915893,0.23919835403490056,0.13584628034794652,7324,18922,0.2727272727272727,0.3157894736842105,0.292682926779536,19,22,6,16,13,IMG_4776.JPG
0.949325,0.06467028943615832,0.17051112691799614,0.09377444953615736,0.049193784813837585,9841,25947,0.07894736842105263,0.15789473684210525,0.10526315785029239,19,38,3,35,16,IMG_4986.JPG
0.9655921875,0.03350606007377481,0.984516129032258,0.06480655709856882,0.03348841292134831,775,22772,0.06060606060606061,1.0,0.11428571427493878,2,33,2,31,0,IMG_2449.JPG
0.9611578125,0.2867990432438589,0.5542999706486645,0.37801185978432206,0.23305463857094375,13628,26339,0.35714285714285715,0.5357142857142857,0.42857142852342855,28,42,15,26,13,IMG_4992.JPG
0.9752265625,0.31566565181289785,0.870278519648989,0.46328831116075964,0.3014803066349458,7863,21678,0.28125,0.5294117647058824,0.36734693873019575,17,32,9,23,8,IMG_4819.JPG
0.8904546875,0.17230655600691946,0.2436108821104699,0.20184656018397296,0.11225213361359435,36390,51449,0.125,0.10344827586206896,0.11320754712025632,29,24,3,21,26,DSC04265.JPG
0.9029234375,0.16515001522997258,0.3218804497050202,0.21829665697857295,0.12252132647873001,26951,52528,0.07407407407407407,0.09523809523809523,0.08333333328411457,21,27,2,25,19,DSC04271.JPG
0.9865609375,0.02433173406442769,0.7802197802197802,0.04719175805915587,0.024166099387338325,273,8754,0.0,0.0,0.0,1,4,0,4,1,IMG_4825.JPG
0.976353125,0.03304508956145769,0.14088215931533904,0.053533458411507195,0.027502891659169772,3038,12952,0.023809523809523808,0.16666666666666666,0.04166666664479166,6,42,1,41,5,IMG_4602.JPG
0.9533515625,0.07490311579600062,0.993421052631579,0.1393029088707585,0.07486597874252425,2432,32255,0.047619047619047616,0.3333333333333333,0.08333333331145833,9,63,3,60,6,IMG_2273.JPG
0.9594765625,0.060385988845644584,0.37419194430631525,0.10399032648125756,0.0548469387755102,4022,24923,0.06451612903225806,0.5,0.11428571426546939,4,31,2,29,2,IMG_2529.JPG
0.9823359375,0.10811244979919679,0.870071105365223,0.19232692719868544,0.10639475140305114,1547,12450,0.12903225806451613,1.0,0.22857142855118368,4,31,4,28,0,DSC04067.JPG
0.98239375,0.0668397688248597,0.8627027027027027,0.12406716417910447,0.06613625062158131,925,11939,0.023255813953488372,1.0,0.0454545454501033,1,43,1,42,0,DSC04073.JPG
0.9764234375,0.2359000337723742,0.7346187554776512,0.3571215542584466,0.21737551867219918,5705,17766,0.23809523809523808,0.45454545454545453,0.31249999995488276,11,21,5,16,6,DSC04098.JPG
0.973990625,0.0,0.0,0.0,0.0,1862,14784,0.0,0.0,0.0,4,9,0,9,4,IMG_5050.JPG
0.9713546875,0.02219919275662703,0.5006150061500615,0.04251318744450828,0.021718249733191034,813,18334,0.058823529411764705,0.5,0.10526315787590027,2,17,1,16,1,IMG_2059.JPG
0.9721109375,0.022298878896143896,0.15476699444206926,0.03898131696548754,0.019878095656471362,2339,16234,0.034482758620689655,0.14285714285714285,0.05555555552422839,7,29,1,28,6,IMG_5044.JPG
0.9561875,0.019639494215765402,0.16792638843246796,0.03516619640768013,0.017897796924801233,3043,26019,0.03333333333333333,0.14285714285714285,0.05405405402337472,7,30,1,29,6,IMG_5045.JPG
0.9810796875,0.0,0.0,0.0,0.0,1799,10310,0.0,0.0,0.0,5,10,0,10,5,IMG_5051.JPG
0.965303125,0.029583289152793978,0.1251121076233184,0.047851813738101365,0.024512387981022666,4460,18862,0.0,0.0,0.0,12,20,0,20,12,IMG_2058.JPG
0.9698328125,0.22216452464407807,0.7939993813795236,0.34718512256973794,0.21005687165009615,6466,23109,0.14705882352941177,0.45454545454545453,0.22222222218528398,11,34,5,29,6,DSC04099.JPG
0.8352984375,0.4892703862660944,0.002163208379586144,0.004307372597175649,0.002158334674403855,105399,466,0.0,0.0,0.0,7,2,0,2,7,IMG_2064.JPG
0.981809375,0.06031668299053216,0.8513824884792627,0.11265243902439025,0.059688231968338584,868,12252,0.023255813953488372,1.0,0.0454545454501033,1,43,1,42,0,DSC04072.JPG
0.98731875,0.24149956408020923,0.8970852824757107,0.380552587391238,0.23498916014704496,2779,10323,0.13636363636363635,1.0,0.23999999997888,3,22,3,19,0,DSC04066.JPG
0.9544109375,0.01569567271990819,0.9667359667359667,0.030889826286245724,0.01568720059375211,481,29626,0.0,0.0,0.0,1,75,0,75,1,IMG_2272.JPG
