accuracy,precision,recall,f1_score,iou,gt_pixels,pred_pixels,filename
0.9539203125,0.0,0.0,0.0,0.0,2456,27035,DSC04167.JPG
0.940178125,0.48581059040991625,0.2366274759029764,0.3182449517432957,0.1892338316886197,37764,18394,IMG_2165.JPG
0.945315625,0.16487240125657407,0.29177337747517024,0.21069012178619756,0.11774937608712092,16009,28331,DSC04198.JPG
0.9423734375,0.024236667119012078,0.49012074643249176,0.04618925698916389,0.023640599354053052,1822,36845,IMG_2159.JPG
0.9170390625,0.05812751292360712,0.43765316419201383,0.10262477394493552,0.05408775899235716,6937,52230,DSC04359.JPG
0.86103125,0.19654802634938467,0.3718840579710145,0.2571743560618715,0.14756172366201503,41400,78332,IMG_4919.JPG
0.9922390625,0.7311659893716786,0.5902839116719243,0.6532151085666411,0.4850181441161223,7925,6398,DSC04365.JPG
0.861221875,0.057053042877917653,0.1362376793293346,0.08042573457851035,0.04189769368514164,28509,68077,IMG_4931.JPG
0.9975984375,0.01838235294117647,0.11013215859030837,0.0315059861373661,0.016005121638924456,227,1360,IMG_2398.JPG
0.990440625,0.46096256684491976,0.07129859387923904,0.12349570200573066,0.06581157428615056,6045,935,IMG_4925.JPG
0.996846875,0.14425116673737803,0.9970674486803519,0.2520385470719051,0.1441899915182358,341,2357,IMG_2401.JPG
0.9326640625,0.21457947568463112,0.7972914252607184,0.3381505997266291,0.20347848587904777,13808,51305,IMG_4716.JPG
0.9800375,0.12222991689750692,0.9458735262593784,0.21648472954740586,0.12138092290764046,1866,14440,IMG_4702.JPG
0.9369171875,0.13650442477876107,0.06065869244633787,0.0839931934203063,0.04383762788935203,30515,13560,IMG_4879.JPG
0.9517734375,0.1413625014861491,0.7063716025545819,0.23557966168858507,0.13351674573987254,6733,33644,DSC04211.JPG
0.927246875,0.02061879797790676,0.157433881343817,0.03646221339293105,0.01856965200345678,5596,42728,IMG_4851.JPG
0.9587828125,0.21149519329106156,0.09972512899647973,0.13553989841061773,0.07269659366541287,20737,9778,IMG_4689.JPG
0.97970625,0.0776812440680441,0.7498238195912614,0.14077798359354327,0.07571875889553088,1419,13697,DSC04205.JPG
