filename,image_id,num_gt_boxes,image_width,image_height,tp_iou30,fp_iou30,fn_iou30,detected_boxes_iou30,precision_iou30,recall_iou30,tp_iou50,fp_iou50,fn_iou50,detected_boxes_iou50,precision_iou50,recall_iou50,tp_iou75,fp_iou75,fn_iou75,detected_boxes_iou75,precision_iou75,recall_iou75,avg_iou,pred_regions
DSC04079_JPG.rf.c059af5ffae5aa912482e4bed48fb28a.jpg,80,39,4000,3000,0,579,39,0,0.0,0.0,0,579,39,0,0.0,0.0,0,579,39,0,0.0,0.0,0.007087527386272052,579
IMG_2048_JPG.rf.65590e51e702f847dce783b41d6e43aa.jpg,81,5,3456,2592,0,406,5,0,0.0,0.0,0,406,5,0,0.0,0.0,0,406,5,0,0.0,0.0,0.05526566041158815,406
DSC04346_JPG.rf.e3342a2084576fe1ae0ee75dea0c6405.jpg,82,130,4000,3000,0,1134,130,0,0.0,0.0,0,1134,130,0,0.0,0.0,0,1134,130,0,0.0,0.0,0.0028025280734645403,1134
IMG_4926_JPG.rf.e7f317b697f5dde456c6322241522c73.jpg,83,2,3456,2592,0,43,2,0,0.0,0.0,0,43,2,0,0.0,0.0,0,43,2,0,0.0,0.0,0.04733007085816233,43
IMG_4835_JPG.rf.330eee7fdb32cc15bc8e0abc05ae9a84.jpg,84,13,3456,2592,0,211,13,0,0.0,0.0,0,211,13,0,0.0,0.0,0,211,13,0,0.0,0.0,0.02785537269240326,211
DSC04284_JPG.rf.94fab104046990dc5674daf2ac2bc316.jpg,85,3,4000,3000,0,282,3,0,0.0,0.0,0,282,3,0,0.0,0.0,0,282,3,0,0.0,0.0,0.019836999456809053,282
IMG_2286_JPG.rf.4f049233414fefe7f04fae86a0b5a99c.jpg,86,17,3456,2592,0,387,17,0,0.0,0.0,0,387,17,0,0.0,0.0,0,387,17,0,0.0,0.0,0.012436698959693565,387
IMG_4605_JPG.rf.38d262bb04d4b7aa0aff5e1d7ce34c74.jpg,87,5,3456,2592,0,96,5,0,0.0,0.0,0,96,5,0,0.0,0.0,0,96,5,0,0.0,0.0,0.04834508285765293,96
IMG_4842_JPG.rf.6be76cbfd58b16860efa7366ceffab7f.jpg,88,1,3456,2592,0,56,1,0,0.0,0.0,0,56,1,0,0.0,0.0,0,56,1,0,0.0,0.0,0.035340698115723504,56
IMG_4771_JPG.rf.987b1e4646720bd48d1ed379b4d5473e.jpg,89,2,3456,2592,0,55,2,0,0.0,0.0,0,55,2,0,0.0,0.0,0,55,2,0,0.0,0.0,0.0338603790556613,55
IMG_2041_JPG.rf.02d8cad825ddbddeeba71787dcbefa4e.jpg,90,13,3456,2592,0,472,13,0,0.0,0.0,0,472,13,0,0.0,0.0,0,472,13,0,0.0,0.0,0.032523326383194676,472
IMG_4823_JPG.rf.af2d6e92fc54f7ed9313e6efc3dca996.jpg,91,18,3456,2592,0,137,18,0,0.0,0.0,0,137,18,0,0.0,0.0,0,137,18,0,0.0,0.0,0.028602664056110907,137
IMG_4683_JPG.rf.ec9d4aa857a11968eb110dcf6d32cebb.jpg,92,4,3456,2592,0,131,4,0,0.0,0.0,0,131,4,0,0.0,0.0,0,131,4,0,0.0,0.0,0.06363299224314138,131
DSC04231_JPG.rf.aba15d7b2562c4c378dfd6da77a034a8.jpg,93,24,4000,3000,0,639,24,0,0.0,0.0,0,639,24,0,0.0,0.0,0,639,24,0,0.0,0.0,0.01322362133737276,639
DSC04322_JPG.rf.0da5b4c1e581570b8ad56fb3ade2e74f.jpg,94,7,4000,3000,0,624,7,0,0.0,0.0,0,624,7,0,0.0,0.0,0,624,7,0,0.0,0.0,0.029208509932748872,624
DSC04102_JPG.rf.57fb039a7f93c026d40c6f36a85709fc.jpg,95,12,4000,3000,0,363,12,0,0.0,0.0,0,363,12,0,0.0,0.0,0,363,12,0,0.0,0.0,0.013322705368584266,363
DSC03921_JPG.rf.5fe97e14decc92bf595e6f7cc1005333.jpg,96,16,4000,3000,0,574,16,0,0.0,0.0,0,574,16,0,0.0,0.0,0,574,16,0,0.0,0.0,0.02419558869542443,574
DSC04307_JPG.rf.2018571579c845418ed7ae63029f0bf9.jpg,97,1,4000,3000,0,63,1,0,0.0,0.0,0,63,1,0,0.0,0.0,0,63,1,0,0.0,0.0,0.04395908076197531,63
IMG_4718_JPG.rf.dd9c13c69fdbae4050139be16f2edfff.jpg,98,4,3456,2592,0,97,4,0,0.0,0.0,0,97,4,0,0.0,0.0,0,97,4,0,0.0,0.0,0.04706515778998609,97
IMG_5038_JPG.rf.d14563f48d52c85b855c2abbc32ef6fb.jpg,99,13,3456,2592,0,362,13,0,0.0,0.0,0,362,13,0,0.0,0.0,0,362,13,0,0.0,0.0,0.00978954095438181,362
IMG_2100_JPG.rf.0dc3d8a5e828f65633be0afb114726aa.jpg,100,3,3456,2592,0,74,3,0,0.0,0.0,0,74,3,0,0.0,0.0,0,74,3,0,0.0,0.0,0.03678488235375118,74
IMG_4917_JPG.rf.7a15e15d28e2fde65ec147df4f046f2c.jpg,101,5,3456,2592,0,54,5,0,0.0,0.0,0,54,5,0,0.0,0.0,0,54,5,0,0.0,0.0,0.07000547499431753,54
DSC04032_JPG.rf.261332c38d4811756fc67b535d068bb9.jpg,102,20,4000,3000,0,358,20,0,0.0,0.0,0,358,20,0,0.0,0.0,0,358,20,0,0.0,0.0,0.012319600262873927,358
DSC04045_JPG.rf.b43fe4537445e1c87412ce5066316ca8.jpg,103,15,4000,3000,0,328,15,0,0.0,0.0,0,328,15,0,0.0,0.0,0,328,15,0,0.0,0.0,0.04203626484398099,328
DSC04328_JPG.rf.db9362a5e9137e4cd04dfdf1b6b1918b.jpg,104,27,4000,3000,0,695,27,0,0.0,0.0,0,695,27,0,0.0,0.0,0,695,27,0,0.0,0.0,0.013000918624508459,695
DSC04287_JPG.rf.ac683765b3769690a48b4979c36b440b.jpg,105,4,4000,3000,0,128,4,0,0.0,0.0,0,128,4,0,0.0,0.0,0,128,4,0,0.0,0.0,0.05249787893359356,128
IMG_5009_JPG.rf.a5c67d741d8ca6a481a3b50e45a1f907.jpg,106,34,3456,2592,0,595,34,0,0.0,0.0,0,595,34,0,0.0,0.0,0,595,34,0,0.0,0.0,0.005908861999278176,595
IMG_4878_JPG.rf.d9539f79b16ec45632d01d3c91636aee.jpg,107,15,3456,2592,0,384,15,0,0.0,0.0,0,384,15,0,0.0,0.0,0,384,15,0,0.0,0.0,0.016266739989478533,384
IMG_2393_JPG.rf.a37b39626e816ba8d9abc2eb1807e708.jpg,108,25,3456,2592,0,145,25,0,0.0,0.0,0,145,25,0,0.0,0.0,0,145,25,0,0.0,0.0,0.03397919049637897,145
IMG_2458_JPG.rf.e81b253e354a157e5d19229e6c588b18.jpg,109,7,3456,2592,0,131,7,0,0.0,0.0,0,131,7,0,0.0,0.0,0,131,7,0,0.0,0.0,0.015875275899807764,131
IMG_4821_JPG.rf.2d99c7e619b6268e36f655aab8c9fc81.jpg,110,19,3456,2592,0,115,19,0,0.0,0.0,0,115,19,0,0.0,0.0,0,115,19,0,0.0,0.0,0.02915116009565058,115
IMG_2053_JPG.rf.c6bd78527d64cd62f28c19835e80beb7.jpg,111,7,3456,2592,0,210,7,0,0.0,0.0,0,210,7,0,0.0,0.0,0,210,7,0,0.0,0.0,0.06001136284738564,210
IMG_2299_JPG.rf.b19a9c6c0e8888cd4188f088c9640ccb.jpg,112,5,3456,2592,0,140,5,0,0.0,0.0,0,140,5,0,0.0,0.0,0,140,5,0,0.0,0.0,0.019427524161216687,140
IMG_4888_JPG.rf.e6e7541edaa054a86600cce6d3739a66.jpg,113,6,3456,2592,0,328,6,0,0.0,0.0,0,328,6,0,0.0,0.0,0,328,6,0,0.0,0.0,0.02410365505623702,328
IMG_2142_JPG.rf.76eec6419885bd23ec3145f0b6f5bb39.jpg,114,9,3456,2592,0,74,9,0,0.0,0.0,0,74,9,0,0.0,0.0,0,74,9,0,0.0,0.0,0.018456489668215382,74
DSC04103_JPG.rf.ebd16e1da455820d232e0ac8d72a60f0.jpg,115,18,4000,3000,0,327,18,0,0.0,0.0,0,327,18,0,0.0,0.0,0,327,18,0,0.0,0.0,0.014333287434580733,327
IMG_4708_JPG.rf.20b3db4296ddc873e6a15fd26acec355.jpg,116,5,3456,2592,0,214,5,0,0.0,0.0,0,214,5,0,0.0,0.0,0,214,5,0,0.0,0.0,0.035096387381421526,214
IMG_2431_JPG.rf.6b98d4a0758a662a9353ade2db25606c.jpg,117,11,3456,2592,0,120,11,0,0.0,0.0,0,120,11,0,0.0,0.0,0,120,11,0,0.0,0.0,0.018984330385340923,120
IMG_2505_JPG.rf.e9d3b594fbc147ce6c6befd09a53a7cc.jpg,118,17,3456,2592,0,118,17,0,0.0,0.0,0,118,17,0,0.0,0.0,0,118,17,0,0.0,0.0,0.005244344163318574,118
IMG_2315_JPG.rf.6ec238da14586e0edd0ebebdb5d82613.jpg,119,3,3456,2592,0,114,3,0,0.0,0.0,0,114,3,0,0.0,0.0,0,114,3,0,0.0,0.0,0.10785874786872279,114
IMG_4754_JPG.rf.b83238df2b2816359b98ad03f50d79ce.jpg,120,14,3456,2592,0,160,14,0,0.0,0.0,0,160,14,0,0.0,0.0,0,160,14,0,0.0,0.0,0.02547623213779315,160
IMG_5016_JPG.rf.dcd0e5e60b796818de9efd84a98724ec.jpg,121,30,3456,2592,0,393,30,0,0.0,0.0,0,393,30,0,0.0,0.0,0,393,30,0,0.0,0.0,0.005892098873310054,393
IMG_4855_JPG.rf.27a248dbb4f67581ff35269df1789858.jpg,122,2,3456,2592,0,71,2,0,0.0,0.0,0,71,2,0,0.0,0.0,0,71,2,0,0.0,0.0,0.055154932796947595,71
IMG_4889_JPG.rf.90e57b1742bf91a0db2105e7eb1c8bb9.jpg,123,6,3456,2592,0,356,6,0,0.0,0.0,0,356,6,0,0.0,0.0,0,356,6,0,0.0,0.0,0.021291348004295396,356
DSC04183_JPG.rf.4da97c15426bb2151be8778a16934f6c.jpg,124,5,4000,3000,0,529,5,0,0.0,0.0,0,529,5,0,0.0,0.0,0,529,5,0,0.0,0.0,0.017181222893333802,529
