Total Images,Overall IoU (Weighted),Overall F1 (Weighted),Overall Precision (Weighted),Overall Recall (Weighted),Overall Accuracy (Weighted),Mean IoU,Median IoU,Std IoU,Mean F1,Mean Precision,Mean Recall,Mean Accuracy,Total GT Pixels,Total Pred Pixels,Excellent (≥0.8),Good (0.6-0.8),Fair (0.4-0.6),Poor (0.2-0.4),Very Poor (<0.2)
1012,0.08302926679669542,0.1376709272220336,0.09845037600012027,0.5034209877058343,0.8678994632059012,0.0924663224992509,0.053782749634366245,0.1101062652893095,0.15307004379117148,0.11391973256574846,0.5215014834431828,0.9373462315912751,17417111,106661940,0,2,26,123,861
