Total Images,Overall IoU (Weighted),Overall F1 (Weighted),Overall Precision (Weighted),Overall Recall (Weighted),Overall Accuracy (Weighted),Mean IoU,Median IoU,Std IoU,Mean F1,Mean Precision,Mean Recall,Mean Accuracy,Total GT Pixels,Total Pred Pixels,Excellent (≥0.8),Good (0.6-0.8),Fair (0.4-0.6),Poor (0.2-0.4),Very Poor (<0.2)
1012,0.10119446132872201,0.16499297979591926,0.11118173497045927,0.6285627149996208,0.8872558318137715,0.10372714843922051,0.0610686222180181,0.12796991524103415,0.16756394419382628,0.11846765069215173,0.6073043277746624,0.9342288730786121,17417111,117097497,0,11,32,127,842
